,Disease1,Disease2,Sim_score
123937,D007024,D008579,0.1757813069458802
123938,D007024,D008580,0.1850861524318769
123939,D007024,D008581,0.2156041402988022
123949,D007024,D008607,0.2641335392506647
123951,D007024,D008881,0.1829986106879605
123952,D007024,D009069,0.2399361191482717
123953,D007024,D009072,0.2395807686160668
123955,D007024,D009103,0.1937583672825043
123956,D007024,D009120,0.1883074087382802
123957,D007024,D009122,0.2338411754837176
123958,D007024,D009123,0.2047534964021541
123959,D007024,D009127,0.1797641248992976
123960,D007024,D009128,0.2000963976759786
123961,D007024,D009133,0.2206944458996672
123963,D007024,D009135,0.2360466276515797
123964,D007024,D009136,0.1876368673283019
123966,D007024,D009157,0.1755552492757826
123967,D007024,D009187,0.1963577453364794
123969,D007024,D009207,0.2053212967881331
123970,D007024,D009220,0.1918540301366104
123971,D007024,D009222,0.1902922472558999
123974,D007024,D009290,0.1871214988917932
123976,D007024,D009408,0.1908438453393535
123977,D007024,D009421,0.2276521869991527
123978,D007024,D009423,0.2528933445358128
123979,D007024,D009436,0.2008620223595155
123980,D007024,D009437,0.22790657071767
123981,D007024,D009443,0.1705143659836
123983,D007024,D009455,0.1862147420299195
123986,D007024,D009461,0.3618155691110752
123988,D007024,D009468,0.2650513188849748
123993,D007024,D009759,0.168923725535513
123995,D007024,D009849,0.5633064566666537
123996,D007024,D009886,0.2149377162492071
123997,D007024,D009896,0.1704035462160465
123998,D007024,D009901,0.202682573421269
123999,D007024,D009902,0.1715019774879121
124002,D007024,D010243,0.2793936002400664
124004,D007024,D010264,0.2257761303433186
124005,D007024,D010291,0.2352550803956196
124006,D007024,D010292,0.2029464394293228
124007,D007024,D010300,0.1938512925896705
124010,D007024,D010468,0.2473577614988455
124011,D007024,D010523,0.2405257543394344
124012,D007024,D010524,0.2135469170617697
124013,D007024,D010591,0.1755329677472106
124017,D007024,D010899,0.226149523
124018,D007024,D010900,0.2101010789208761
124019,D007024,D010911,0.1808896808346833
124021,D007024,D011051,0.1774608961640323
124023,D007024,D011115,0.1991878635454911
124025,D007024,D011129,0.1778669684904546
124026,D007024,D011218,0.1713520568262529
124027,D007024,D011304,0.167993676
124030,D007024,D011595,0.1987335966630615
124031,D007024,D011596,0.2349667239789803
124032,D007024,D011681,0.2316743812834889
124033,D007024,D011782,0.2179584904641257
124035,D007024,D012019,0.5471456627375955
124036,D007024,D012021,0.2257958161235299
124038,D007024,D012133,0.1871579333657689
124039,D007024,D012148,0.1844286391800892
124043,D007024,D012585,0.1902974074697118
124044,D007024,D012607,0.1898709633071855
124047,D007024,D012640,0.2671151169787719
124048,D007024,D012678,0.3028172715422014
124049,D007024,D012791,0.6164969564270197
124050,D007024,D012851,0.2460618774080324
124051,D007024,D012887,0.1928783808120297
124052,D007024,D012891,0.2206373343875772
124053,D007024,D012892,0.2095556486431958
124054,D007024,D012893,0.2909300305720059
124056,D007024,D013035,0.2243842396429868
124058,D007024,D013064,0.2304307931905405
124059,D007024,D013106,0.1826306446772085
124060,D007024,D013117,0.1694011715378836
124061,D007024,D013118,0.2309867052186813
124062,D007024,D013119,0.1971884204468989
124063,D007024,D013120,0.1711074704189959
124064,D007024,D013132,0.1773853104332321
124065,D007024,D013226,0.2178226271274673
124066,D007024,D013285,0.1807889051121849
124067,D007024,D013341,0.229682733399456
124068,D007024,D013342,0.1846656688939906
124070,D007024,D013345,0.2874433406536113
124071,D007024,D013349,0.2368585001530462
124073,D007024,D013494,0.1705532828298941
124074,D007024,D013547,0.5156360709460446
124075,D007024,D013575,0.2091763560165335
124080,D007024,D013651,0.2022120609231607
124082,D007024,D013746,0.1877015316652789
124084,D007024,D013901,0.2589454906591898
124085,D007024,D013981,0.1709656458597585
124086,D007024,D014012,0.2018825940303047
124088,D007024,D014202,0.2130693514273884
124090,D007024,D014313,0.1837180649105829
124093,D007024,D014474,0.2450241864218971
124095,D007024,D014653,0.2377361278022428
124096,D007024,D014715,0.2631227296868762
124097,D007024,D014717,0.2238632408967578
124098,D007024,D014786,0.2559547979976481
124099,D007024,D014826,0.1978785423977282
124100,D007024,D014832,0.2277647373966271
124101,D007024,D014854,0.2171472571548351
124107,D007024,D015173,0.2009936442223959
124109,D007024,D015192,0.1791234802093276
124113,D007024,D015354,0.1910316817732008
124117,D007024,D015518,0.1744129641449159
124120,D007024,D015835,0.2074607825138384
124122,D007024,D015845,0.1813807395877669
124123,D007024,D015877,0.2054210765894629
124124,D007024,D016135,0.1716455296215165
124128,D007024,D016472,0.199148389445714
124137,D007024,D016920,0.189970660184567
124140,D007024,D017096,0.1861646329168481
124142,D007024,D017240,0.1696132641700657
124143,D007024,D017241,0.2204728704875473
124146,D007024,D017253,0.1744795030459332
124147,D007024,D017285,0.1760249143349545
124155,D007024,D018317,0.2063873320387446
124158,D007024,D018458,0.1785064880835532
124160,D007024,D018860,0.2055779923228337
124162,D007024,D018908,0.2135844736350262
124163,D007024,D018917,0.2520964194000218
124165,D007024,D018980,0.1994178709501025
124167,D007024,D019462,0.7033357906730744
124169,D007024,D019578,0.6251583769868837
124171,D007024,D019586,0.1787264115963482
124172,D007024,D019636,0.256180473
124174,D007024,D019954,0.3100781673802186
124176,D007024,D020078,0.1870151487242183
124177,D007024,D020140,0.1912013492447878
124178,D007024,D020146,0.195871643687582
124183,D007024,D020178,0.1831655511822501
124185,D007024,D020181,0.2026963468434612
124190,D007024,D020187,0.1710607384632035
124197,D007024,D020196,0.2510735046013029
124198,D007024,D020198,0.2867531855205432
124201,D007024,D020206,0.2023768449081212
124202,D007024,D020217,0.2274736640129742
124204,D007024,D020225,0.1950510753063876
124205,D007024,D020227,0.1928520514586997
124208,D007024,D020243,0.1968045773036235
124209,D007024,D020244,0.2526766223095582
124210,D007024,D020258,0.2083117306207354
124218,D007024,D020293,0.2739736522536285
124220,D007024,D020299,0.2201493073099937
124221,D007024,D020300,0.3296675290509852
124222,D007024,D020301,0.2565977491548792
124223,D007024,D020306,0.1732903895993146
124224,D007024,D020323,0.178196322169577
124229,D007024,D020335,0.1937017349172364
124233,D007024,D020361,0.1768879789430512
124244,D007024,D020421,0.1842561766781665
124245,D007024,D020422,0.1979442919682789
124246,D007024,D020423,0.1768745667663832
124249,D007024,D020426,0.1717566224753438
124254,D007024,D020433,0.1766011378409478
124255,D007024,D020447,0.2281242242866003
124256,D007024,D020511,0.1969552693744559
124259,D007024,D020521,0.3308354793762771
124263,D007024,D020721,0.1852558738156252
124264,D007024,D020734,0.2103227021671025
124265,D007024,D020752,0.2025380408782724
124266,D007024,D020754,0.1887928381985642
124267,D007024,D020758,0.2663045483353109
124268,D007024,D020760,0.2452584686014929
124269,D007024,D020762,0.1984709313068794
124270,D007024,D020765,0.324484524
124271,D007024,D020766,0.2519053460641153
124272,D007024,D020767,0.2634173476877529
124275,D007024,D020795,0.1691153628880184
124281,D007024,D020879,0.2763977377010477
124282,D007024,D020886,0.2430911576782898
124285,D007024,D020919,0.2516731483688323
124286,D007024,D020921,0.1844721149155521
124288,D007024,D020923,0.1902922308081775
124289,D007024,D020925,0.2556907666643889
124291,D007024,D020945,0.2109703996479513
124293,D007024,D020955,0.5231371968128024
124295,D007024,D020966,0.2001990124464333
124296,D007024,D020967,0.1736544192709318
124297,D007024,D024801,0.22199866706958
124306,D007024,D038901,0.212709712
124317,D007024,D051474,0.1721024385175432
124330,D007024,D053609,0.1740471919034143
124334,D007024,D054080,0.190216168088552
124338,D007024,D054220,0.19448342407294
124341,D007024,D054969,0.7200567872909479
124342,D007024,D054970,0.5560136444598438
124343,D007024,D054971,0.8135221324288034
124344,D007024,D054972,0.6912984847728838
124348,D007024,D055948,0.1876386103302911
124349,D007024,D055953,0.2085623813773626
124350,D007024,D055955,0.2127742128471831
124352,D007024,D056784,0.2198234611080468
124354,D007024,D057177,0.196030625033917
124356,D007024,D057774,0.69305819
124364,D007024,D059409,0.2166473853758225
124377,D007024,D063806,0.1746543241983149
124380,D007024,D065703,0.1828985859892051
124386,D007027,D000160,0.2551052357720703
124387,D007027,D000699,0.188766861005764
124388,D007027,D000857,0.2248829744384466
124389,D007027,D001750,0.2330385030069699
124390,D007027,D002527,0.3150838857237773
124391,D007027,D002532,0.4147897358021797
124392,D007027,D002534,0.4588525231389872
124393,D007027,D002537,0.402510217
124394,D007027,D002538,0.3721243436379857
124395,D007027,D002542,0.4292340451618289
124396,D007027,D002546,0.4162561582014832
124397,D007027,D003294,0.2202243212422111
124398,D007027,D004684,0.3185869996907755
124399,D007027,D005879,0.3687152826325409
124400,D007027,D006211,0.3253956754050174
124401,D007027,D006623,0.2123827539368274
124402,D007027,D007029,0.7324485815112253
124403,D007027,D007088,0.234986202372341
124404,D007027,D007177,0.625046452
124405,D007027,D007319,0.237986450153306
124406,D007027,D007331,0.1861828178271283
124407,D007027,D007572,0.2410077553734138
124408,D007027,D007625,0.1911337416200662
124409,D007027,D007647,0.3293599014517652
124410,D007027,D007706,0.3152868709545481
124411,D007027,D007729,0.2835629286105002
124412,D007027,D007805,0.226097564
124413,D007027,D007806,0.2834483883432003
124414,D007027,D007849,0.6110260673270238
124415,D007027,D007859,0.2577126583358921
124416,D007027,D007888,0.3328640139063515
124417,D007027,D007926,0.3240851503435232
124418,D007027,D007965,0.3152563216507374
124419,D007027,D007966,0.319869111510206
124420,D007027,D007968,0.3401810995907686
124421,D007027,D007969,0.3488306237957111
124422,D007027,D008216,0.292196205
124423,D007027,D008337,0.2236075302976735
124424,D007027,D008338,0.1988530496165349
124425,D007027,D008375,0.3398899886499751
124426,D007027,D008440,0.2001856948457191
124427,D007027,D008446,0.2624743096266922
124428,D007027,D008538,0.3369841480152796
124429,D007027,D008556,0.1989060708874666
124430,D007027,D008569,0.2653293887473794
124431,D007027,D008577,0.2671289304528602
124432,D007027,D008579,0.2431484107219308
124433,D007027,D008580,0.1891633663339458
124434,D007027,D008581,0.4296030111498191
124435,D007027,D008582,0.3258228535767694
124436,D007027,D008583,0.2942903892969758
124437,D007027,D008584,0.2745001661030465
124438,D007027,D008585,0.311274248907345
124439,D007027,D008586,0.2998541498726709
124440,D007027,D008587,0.32340169575592
124441,D007027,D008588,0.2138674791368121
124442,D007027,D008590,0.3848090439730106
124443,D007027,D008591,0.2254830574153355
124444,D007027,D008607,0.2917571642935085
124445,D007027,D008831,0.2209019132596769
124446,D007027,D008881,0.4322520553935133
124447,D007027,D009069,0.4657660180340915
124448,D007027,D009072,0.3560985883756283
124449,D007027,D009081,0.3235189149962577
124450,D007027,D009103,0.3150161586462334
124451,D007027,D009120,0.2100488924929885
124452,D007027,D009122,0.2555925990269876
124453,D007027,D009123,0.2221925796444337
124454,D007027,D009127,0.2072076154433049
124455,D007027,D009128,0.2302906136510667
124456,D007027,D009133,0.2452507710913562
124457,D007027,D009134,0.3243398206916324
124458,D007027,D009135,0.32117775882009
124459,D007027,D009136,0.2579129293717628
124460,D007027,D009155,0.1956285588993569
124461,D007027,D009157,0.2446740640478962
124462,D007027,D009187,0.3790478793785621
124463,D007027,D009188,0.3184450842857464
124464,D007027,D009207,0.2512473390547414
124465,D007027,D009220,0.2658545343524146
124466,D007027,D009222,0.2059669138820124
124467,D007027,D009223,0.2172576933684428
124468,D007027,D009224,0.1929602814124336
124469,D007027,D009290,0.2194436871143326
124470,D007027,D009347,0.5482672166551944
124471,D007027,D009408,0.2660364262157887
124472,D007027,D009421,0.3121151534483489
124473,D007027,D009423,0.3439612379416074
124474,D007027,D009436,0.2776813776563031
124475,D007027,D009437,0.2536598098000749
124476,D007027,D009443,0.2423889883890872
124477,D007027,D009444,0.1851516670561719
124478,D007027,D009455,0.2556398464938209
124479,D007027,D009456,0.2244114591087505
124480,D007027,D009459,0.3694175097980068
124481,D007027,D009461,0.3841077517387147
124482,D007027,D009464,0.2225629114855902
124483,D007027,D009468,0.3656531504069505
124484,D007027,D009471,0.2277649716112129
124485,D007027,D009472,0.206979384019881
124486,D007027,D009494,0.3027912618176696
124487,D007027,D009542,0.3407781333466432
124488,D007027,D009759,0.270456076
124489,D007027,D009800,0.3007482708483099
124490,D007027,D009849,0.318090622
124491,D007027,D009886,0.2671326214943262
124492,D007027,D009896,0.2408610109669787
124493,D007027,D009901,0.2802542479219462
124494,D007027,D009902,0.242124762
124495,D007027,D009917,0.2125771625754052
124496,D007027,D010211,0.227586811241898
124497,D007027,D010243,0.2975802068136471
124498,D007027,D010245,0.2078125988452816
124499,D007027,D010264,0.2462174864869491
124500,D007027,D010291,0.2453695581581184
124501,D007027,D010292,0.2280834174095118
124502,D007027,D010300,0.4353413468684501
124503,D007027,D010301,0.3345851952679719
124504,D007027,D010302,0.398396739
124505,D007027,D010468,0.271530572
124506,D007027,D010523,0.3293358503322018
124507,D007027,D010524,0.2898767064933168
124508,D007027,D010591,0.203397587120103
124509,D007027,D010661,0.3764199933536677
124510,D007027,D010845,0.1831086333146006
124511,D007027,D010871,0.3482079559742887
124512,D007027,D010899,0.5775576543407401
124513,D007027,D010900,0.7962405780677992
124514,D007027,D010911,0.6812213134032196
124515,D007027,D011007,0.3679777153767187
124516,D007027,D011051,0.3387014741112069
124517,D007027,D011052,0.2769419234384553
124518,D007027,D011115,0.2759288566058778
124519,D007027,D011128,0.2086904254623383
124520,D007027,D011129,0.2456444602156645
124521,D007027,D011218,0.2058362893097128
124522,D007027,D011304,0.198975755595813
124523,D007027,D011557,0.2926881409582712
124524,D007027,D011559,0.4025144416610754
124525,D007027,D011595,0.2512844515356048
124526,D007027,D011596,0.2569086652246498
124527,D007027,D011681,0.2449212392378946
124528,D007027,D011782,0.2372173019450435
124529,D007027,D011843,0.2314283116140633
124530,D007027,D012019,0.2198340569313171
124531,D007027,D012021,0.2345598896564582
124532,D007027,D012035,0.3121923932190709
124533,D007027,D012133,0.2082593025914736
124534,D007027,D012148,0.2146265123112764
124535,D007027,D012202,0.3572135250007129
124536,D007027,D012415,0.1781941595129385
124537,D007027,D012497,0.3135208866277963
124538,D007027,D012585,0.2188170148684736
124539,D007027,D012607,0.2149488202620421
124540,D007027,D012608,0.3070150920357116
124541,D007027,D012618,0.2723530595863376
124542,D007027,D012640,0.2827223611066761
124543,D007027,D012678,0.3268097886805043
124544,D007027,D012791,0.3208782619938902
124545,D007027,D012851,0.3714850966500938
124546,D007027,D012887,0.2658453938970154
124547,D007027,D012891,0.2601005240139483
124548,D007027,D012892,0.2356469659321172
124549,D007027,D012893,0.3118197289084067
124550,D007027,D013009,0.1892689684762534
124551,D007027,D013035,0.2446089510463673
124552,D007027,D013036,0.3771436438444313
124553,D007027,D013064,0.2658038591115149
124554,D007027,D013106,0.4005718844400411
124555,D007027,D013117,0.3379867064648309
124556,D007027,D013118,0.4522060568319128
124557,D007027,D013119,0.3802131859696899
124558,D007027,D013120,0.3410449992544174
124559,D007027,D013132,0.4069487185197616
124560,D007027,D013226,0.237061608409566
124561,D007027,D013285,0.2841842130896834
124562,D007027,D013341,0.1976209418474227
124563,D007027,D013342,0.2166580886644376
124564,D007027,D013344,0.3394103700898002
124565,D007027,D013345,0.4054707475536025
124566,D007027,D013349,0.359783858
124567,D007027,D013353,0.3677582715637749
124568,D007027,D013494,0.3462024200718265
124569,D007027,D013547,0.1983985629464458
124570,D007027,D013575,0.2408464568110697
124571,D007027,D013595,0.3366654826245676
124572,D007027,D013606,0.2668693662090354
124573,D007027,D013631,0.1827504011153071
124574,D007027,D013641,0.1864385420986645
124575,D007027,D013651,0.2193246466420953
124576,D007027,D013661,0.3340356798289484
124577,D007027,D013746,0.2112579447980762
124578,D007027,D013786,0.404092548
124579,D007027,D013901,0.211185438718142
124580,D007027,D013981,0.3543161995792135
124581,D007027,D014012,0.229726328247725
124582,D007027,D014125,0.2929078321898625
124583,D007027,D014202,0.260112706
124584,D007027,D014277,0.2269743314988151
124585,D007027,D014313,0.2063758159264224
124586,D007027,D014390,0.3134939686538671
124587,D007027,D014402,0.2169506275674687
124588,D007027,D014474,0.2773293641542847
124589,D007027,D014607,0.2047375683720996
124590,D007027,D014653,0.3502395369425236
124591,D007027,D014715,0.392811181
124592,D007027,D014717,0.2409296267372427
124593,D007027,D014786,0.2850735798463811
124594,D007027,D014826,0.2246276469281125
124595,D007027,D014832,0.2450270245209933
124596,D007027,D014854,0.3334314013159294
124597,D007027,D014884,0.2507325901333019
124598,D007027,D014899,0.3448091660730316
124599,D007027,D014901,0.3499999947906136
124600,D007027,D014929,0.2020432361354674
124601,D007027,D015051,0.2025743624291739
124602,D007027,D015173,0.4547694671962415
124603,D007027,D015175,0.5935219146362171
124604,D007027,D015192,0.4221426913866432
124605,D007027,D015211,0.3066682564891667
124606,D007027,D015324,0.2980686418314525
124607,D007027,D015325,0.300546881826762
124608,D007027,D015354,0.2162590449143659
124609,D007027,D015418,0.2145433377125793
124610,D007027,D015419,0.1949962485182653
124611,D007027,D015493,0.2879422685576474
124612,D007027,D015518,0.2064221483552311
124613,D007027,D015594,0.1902824389738506
124614,D007027,D015624,0.189106932386669
124615,D007027,D015835,0.4026571462816551
124616,D007027,D015840,0.2483370966045452
124617,D007027,D015845,0.1980162160551546
124618,D007027,D015877,0.2249777139446603
124619,D007027,D016135,0.2420582278512397
124620,D007027,D016136,0.211247713409351
124621,D007027,D016137,0.1792479850952994
124622,D007027,D016262,0.2676241011808594
124623,D007027,D016472,0.2760463424891698
124624,D007027,D016518,0.1890737703477644
124625,D007027,D016532,0.1869338132781816
124626,D007027,D016750,0.2841466543482797
124627,D007027,D016779,0.292295756
124628,D007027,D016781,0.3317453505477699
124629,D007027,D016862,0.2708391686430312
124630,D007027,D016878,0.1891773453297104
124631,D007027,D016919,0.291039842802918
124632,D007027,D016920,0.3623244204619807
124633,D007027,D016921,0.3138194818091915
124634,D007027,D017042,0.2921564969010921
124635,D007027,D017096,0.3649141616657278
124636,D007027,D017237,0.369430270937329
124637,D007027,D017240,0.237075884621322
124638,D007027,D017241,0.3246335513683195
124639,D007027,D017243,0.2945392091024795
124640,D007027,D017246,0.2159463
124641,D007027,D017253,0.2391040119270163
124642,D007027,D017285,0.2462806339748645
124643,D007027,D017590,0.3468241074552217
124644,D007027,D017593,0.1703623932195152
124646,D007027,D017696,0.1877517795071744
124647,D007027,D017769,0.1984185426574297
124648,D007027,D017827,0.3214855720672959
124649,D007027,D018306,0.3265499998182621
124650,D007027,D018317,0.2795699261337793
124651,D007027,D018318,0.1826701210934029
124653,D007027,D018458,0.3697745069534577
124654,D007027,D018781,0.3752941343862048
124655,D007027,D018860,0.3165035384461704
124656,D007027,D018887,0.3393554682245347
124657,D007027,D018908,0.2411836943652369
124658,D007027,D018917,0.2059532995789796
124659,D007027,D018979,0.2002264308433114
124660,D007027,D018980,0.1982358968065388
124661,D007027,D019150,0.410330629
124662,D007027,D019462,0.2011213118994625
124663,D007027,D019574,0.1997506240426401
124664,D007027,D019578,0.3754940123225181
124665,D007027,D019585,0.4038801321594089
124666,D007027,D019586,0.456471726
124667,D007027,D019636,0.3540833708355776
124668,D007027,D019846,0.3199154538432155
124669,D007027,D019954,0.336140598
124670,D007027,D020019,0.2897340629950024
124671,D007027,D020078,0.1968456417207524
124672,D007027,D020140,0.4225499850623718
124673,D007027,D020146,0.2955319921933169
124674,D007027,D020149,0.2029158198986564
124675,D007027,D020163,0.3294800198429345
124676,D007027,D020176,0.3209396817934541
124678,D007027,D020178,0.2102309273455026
124679,D007027,D020179,0.1786450395043815
124680,D007027,D020181,0.2409668963284423
124681,D007027,D020182,0.1956484504131292
124683,D007027,D020184,0.168060023236397
124684,D007027,D020186,0.1841158463465459
124685,D007027,D020187,0.1976208548419382
124687,D007027,D020189,0.1865605650658295
124688,D007027,D020190,0.3374716633194933
124689,D007027,D020191,0.358386988
124690,D007027,D020192,0.3021662757272181
124691,D007027,D020194,0.2903408352286191
124692,D007027,D020196,0.3435902054963688
124693,D007027,D020198,0.4011219076818673
124694,D007027,D020204,0.1726785471178332
124695,D007027,D020205,0.1729203003395426
124696,D007027,D020206,0.2982803910396114
124697,D007027,D020217,0.3397168819196153
124698,D007027,D020221,0.2064243101929837
124699,D007027,D020225,0.3097684224412164
124700,D007027,D020227,0.3072103772454501
124701,D007027,D020232,0.3365433254215283
124702,D007027,D020238,0.1868461247804608
124703,D007027,D020243,0.3041576318381052
124704,D007027,D020244,0.3714345895366313
124705,D007027,D020258,0.2886559301941207
124706,D007027,D020262,0.2023977259082761
124707,D007027,D020263,0.1927185700859522
124708,D007027,D020264,0.1710890135052771
124710,D007027,D020267,0.3438091606106445
124711,D007027,D020277,0.1978308095497303
124712,D007027,D020288,0.3225149683252288
124713,D007027,D020293,0.3966359422858941
124714,D007027,D020294,0.1886981598287908
124715,D007027,D020299,0.3233685950439702
124716,D007027,D020300,0.4572309262953763
124717,D007027,D020301,0.3859121191773267
124718,D007027,D020306,0.337240265887839
124719,D007027,D020323,0.2207612712864609
124720,D007027,D020325,0.3642528100672263
124721,D007027,D020326,0.3472491386811757
124722,D007027,D020331,0.1778393030292902
124723,D007027,D020333,0.208711015
124724,D007027,D020335,0.2097725289195878
124725,D007027,D020336,0.1850809065347605
124726,D007027,D020338,0.1925403645694761
124727,D007027,D020339,0.1747481802131391
124728,D007027,D020361,0.2464242191792262
124729,D007027,D020362,0.3221700262213319
124730,D007027,D020363,0.3267252558172122
124731,D007027,D020364,0.1718151493367711
124732,D007027,D020371,0.3021858342196629
124733,D007027,D020385,0.1760192400308607
124734,D007027,D020386,0.1790862540270307
124735,D007027,D020388,0.2184172228273271
124736,D007027,D020389,0.1791643111855853
124737,D007027,D020391,0.1894840256827007
124738,D007027,D020417,0.2057119353713408
124739,D007027,D020421,0.2611953596065073
124740,D007027,D020422,0.2744470001680055
124741,D007027,D020423,0.2480495027698677
124742,D007027,D020424,0.2188922715274387
124743,D007027,D020425,0.1899390076115804
124744,D007027,D020426,0.2421225824054084
124745,D007027,D020427,0.1931398594979826
124746,D007027,D020429,0.2044980168364474
124747,D007027,D020431,0.221061079
124748,D007027,D020432,0.2023482432779899
124749,D007027,D020433,0.246469476043248
124750,D007027,D020447,0.2489372444058741
124751,D007027,D020511,0.2760679824430457
124752,D007027,D020512,0.1735072327940544
124754,D007027,D020521,0.4813832812457358
124755,D007027,D020528,0.2499019942440138
124756,D007027,D020529,0.268048462
124757,D007027,D020720,0.1745188641334108
124758,D007027,D020721,0.256523233
124759,D007027,D020734,0.4754257401959478
124760,D007027,D020752,0.2759419880692959
124761,D007027,D020754,0.3710345968802882
124762,D007027,D020758,0.3200996273841926
124763,D007027,D020760,0.2997626535589244
124764,D007027,D020762,0.3061061089584402
124765,D007027,D020765,0.4727667087112066
124766,D007027,D020766,0.3795605441867772
124767,D007027,D020767,0.3938625416930962
124768,D007027,D020774,0.3284726384786982
124770,D007027,D020795,0.1917607603912313
124771,D007027,D020814,0.2480582662315919
124772,D007027,D020818,0.2457212766683922
124773,D007027,D020819,0.3385921813647232
124774,D007027,D020828,0.1730381698302171
124775,D007027,D020852,0.2716121499496332
124776,D007027,D020879,0.2939280022999097
124777,D007027,D020886,0.2664673523649937
124778,D007027,D020914,0.2132013694101561
124779,D007027,D020915,0.1874149335459065
124780,D007027,D020919,0.2853830896866935
124781,D007027,D020921,0.2072194103316173
124782,D007027,D020922,0.1720501848648755
124783,D007027,D020923,0.2137509000473373
124784,D007027,D020925,0.3794997470194656
124786,D007027,D020945,0.3117783327026802
124787,D007027,D020953,0.2603735321364907
124788,D007027,D020955,0.296209224950644
124789,D007027,D020961,0.3620964982914917
124790,D007027,D020966,0.2757746606929744
124791,D007027,D020967,0.2446059054434163
124792,D007027,D024801,0.3062082216654703
124793,D007027,D025962,0.182680159
124794,D007027,D029241,0.1691869757066122
124795,D007027,D029242,0.1882888188318443
124796,D007027,D029461,0.2894407276621356
124797,D007027,D034062,0.2455702766805759
124798,D007027,D034081,0.2709622914189572
124799,D007027,D038223,0.2364352617153062
124800,D007027,D038642,0.250895404653472
124801,D007027,D038901,0.2477908804038202
124802,D007027,D039141,0.1699151906923574
124803,D007027,D046608,0.198235631090151
124804,D007027,D047748,0.6194573391523874
124805,D007027,D049288,0.1940519553944984
124806,D007027,D049290,0.2254973613121013
124807,D007027,D050798,0.3172177781832399
124808,D007027,D051298,0.34184326023202
124809,D007027,D051299,0.3507313215809605
124810,D007027,D051302,0.3124673194229428
124811,D007027,D051303,0.3969813003038321
124812,D007027,D051474,0.1961519780683079
124813,D007027,D052245,0.1742804014677212
124814,D007027,D052516,0.3453470649392255
124815,D007027,D052517,0.2669843984317747
124816,D007027,D052536,0.2695382408571866
124817,D007027,D052537,0.275027313
124818,D007027,D052556,0.3117088884543691
124819,D007027,D052879,0.2449338686508719
124820,D007027,D052880,0.177099584974773
124821,D007027,D052919,0.2631736674461373
124822,D007027,D052958,0.1688544370201407
124823,D007027,D053578,0.2446226957721387
124824,D007027,D053608,0.1914405438912377
124825,D007027,D053609,0.1879868859842115
124826,D007027,D054000,0.1765050011588411
124827,D007027,D054038,0.3550250473507941
124828,D007027,D054078,0.2834934789547539
124829,D007027,D054080,0.2947370220093201
124830,D007027,D054081,0.2111479919500136
124831,D007027,D054082,0.1964473737049313
124832,D007027,D054091,0.1709195796122351
124833,D007027,D054220,0.2701190320950511
124834,D007027,D054319,0.3126821740569072
124835,D007027,D054546,0.2433766305957214
124836,D007027,D054969,0.2740596921168273
124837,D007027,D054970,0.1724013017474508
124838,D007027,D054971,0.245572629476412
124839,D007027,D054972,0.1818552252611831
124840,D007027,D054975,0.486661100489405
124842,D007027,D055756,0.1874826092681294
124843,D007027,D055948,0.2135435461041861
124844,D007027,D055953,0.3204261079539087
124845,D007027,D055955,0.2894662943523413
124847,D007027,D056784,0.5185431599806665
124848,D007027,D056806,0.3612847632181636
124849,D007027,D057177,0.2701742471420481
124850,D007027,D057178,0.2861522751806751
124854,D007027,D058496,0.1732716711897789
124856,D007027,D058627,0.1789324336690345
124858,D007027,D059348,0.2304507703479929
124859,D007027,D059409,0.332441672529299
124860,D007027,D060486,0.2713277647693135
124863,D007027,D061220,0.1831084568686246
124864,D007027,D061221,0.2037756546647973
124865,D007027,D061222,0.1785673826669383
124866,D007027,D061223,0.2187223726197582
124867,D007027,D061224,0.2058486427000408
124868,D007027,D061226,0.1920265121882807
124871,D007027,D063205,0.2633102145447385
124872,D007027,D063806,0.2000320248704241
124873,D007027,D064128,0.3103602125701852
124874,D007027,D065166,0.3479498037009935
124875,D007027,D065703,0.2551068737760117
124876,D007027,D065704,0.1862192700424947
124880,D007027,D065768,0.3245200093387818
124881,D007029,D000160,0.2206763015538341
124883,D007029,D000857,0.1918032221835549
124884,D007029,D001750,0.2021942038451198
124885,D007029,D002527,0.2615731438670342
124886,D007029,D002532,0.3516954282571122
124887,D007029,D002534,0.3735482260202897
124888,D007029,D002537,0.3427899469081997
124889,D007029,D002538,0.3213677969416964
124890,D007029,D002542,0.3652881197260267
124891,D007029,D002546,0.3488671483597486
124892,D007029,D003294,0.1873798016317195
124893,D007029,D004684,0.2625677659169608
124894,D007029,D005879,0.3153938186558551
124895,D007029,D006211,0.2753950791963741
124896,D007029,D006623,0.1838536236319712
124897,D007029,D007088,0.2022391671432074
124898,D007029,D007177,0.5454627774478509
124899,D007029,D007319,0.2056484871635226
124901,D007029,D007572,0.2100455697450023
124903,D007029,D007647,0.2858722862970704
124904,D007029,D007706,0.2747157372414922
124905,D007029,D007729,0.2384870530105912
124906,D007029,D007805,0.1944351251734038
124907,D007029,D007806,0.2474043484575744
124908,D007029,D007849,0.5255957886852539
124909,D007029,D007859,0.2235595645070875
124910,D007029,D007888,0.2827552312628102
124911,D007029,D007926,0.2807569217284534
124912,D007029,D007965,0.2717169389480968
124913,D007029,D007966,0.2751015314802178
124914,D007029,D007968,0.2945897452426908
124915,D007029,D007969,0.2962699201463533
124916,D007029,D008216,0.2523096295214885
