,Disease1,Disease2,Sim_score
124917,D007029,D008337,0.1935631371860515
124918,D007029,D008338,0.1683133175548511
124919,D007029,D008375,0.2869261494527741
124920,D007029,D008440,0.1713212967621152
124921,D007029,D008446,0.227657969
124922,D007029,D008538,0.2759068381439562
124924,D007029,D008569,0.2298331408518686
124925,D007029,D008577,0.5854677109804401
124926,D007029,D008579,0.5330638020361487
124928,D007029,D008581,0.3607074121239907
124929,D007029,D008582,0.270689507592715
124930,D007029,D008583,0.2546360152963794
124931,D007029,D008584,0.2355966121530752
124932,D007029,D008585,0.2705546378252458
124933,D007029,D008586,0.2598626391935322
124934,D007029,D008587,0.2784971245558523
124935,D007029,D008588,0.1840215630421119
124936,D007029,D008590,0.3285902522288011
124937,D007029,D008591,0.1923724116866352
124938,D007029,D008607,0.2542632331147946
124939,D007029,D008831,0.191244477
124940,D007029,D008881,0.3590999790943232
124941,D007029,D009069,0.3931261818592337
124942,D007029,D009072,0.301261877464438
124943,D007029,D009081,0.27718802104764
124944,D007029,D009103,0.2581760606816946
124945,D007029,D009120,0.1805767292369236
124946,D007029,D009122,0.2207440574941521
124947,D007029,D009123,0.1892496632833787
124948,D007029,D009127,0.1784060877167813
124949,D007029,D009128,0.2002810392614891
124950,D007029,D009133,0.2132033783522019
124951,D007029,D009134,0.2778851364638594
124952,D007029,D009135,0.2795797223189583
124953,D007029,D009136,0.2255207234848536
124955,D007029,D009157,0.2123013064893011
124956,D007029,D009187,0.3266333878473925
124957,D007029,D009188,0.4545582809393532
124958,D007029,D009207,0.2080506565628902
124959,D007029,D009220,0.2301088269667238
124960,D007029,D009222,0.1737937889745555
124961,D007029,D009223,0.189165051999305
124963,D007029,D009290,0.1885437337716798
124964,D007029,D009347,0.561272347
124965,D007029,D009408,0.2289971174115962
124966,D007029,D009421,0.2699791908547798
124967,D007029,D009423,0.6443463352480128
124968,D007029,D009436,0.2400861016858545
124969,D007029,D009437,0.2210795075756876
124970,D007029,D009443,0.2068254073701776
124972,D007029,D009455,0.4908654025687136
124973,D007029,D009456,0.2119324007149217
124974,D007029,D009459,0.3086243537156959
124975,D007029,D009461,0.3341263577437972
124976,D007029,D009464,0.4360062704552659
124977,D007029,D009468,0.312960971
124978,D007029,D009471,0.2081480023373919
124979,D007029,D009472,0.1781554563098561
124980,D007029,D009494,0.2653224818571872
124981,D007029,D009542,0.2941939375170698
124982,D007029,D009759,0.2232894357818597
124983,D007029,D009800,0.2598211996601723
124984,D007029,D009849,0.2725178327995673
124985,D007029,D009886,0.2263199595758752
124986,D007029,D009896,0.2066924973644435
124987,D007029,D009901,0.2421041740616586
124988,D007029,D009902,0.20788314
124989,D007029,D009917,0.1832036347857833
124990,D007029,D010211,0.1941467477307549
124991,D007029,D010243,0.2584459181225083
124992,D007029,D010245,0.1791133528692203
124993,D007029,D010264,0.2119513566528396
124994,D007029,D010291,0.209857263
124995,D007029,D010292,0.1957195456600332
124996,D007029,D010300,0.3699551053046677
124997,D007029,D010301,0.2731414343352168
124998,D007029,D010302,0.3317327145591963
124999,D007029,D010468,0.2355979349767107
125000,D007029,D010523,0.2846921014542234
125001,D007029,D010524,0.5546737623715077
125002,D007029,D010591,0.175135256208139
125003,D007029,D010661,0.3210807349810427
125005,D007029,D010871,0.562529427
125006,D007029,D010899,0.5086461398358468
125007,D007029,D010900,0.6845719249612886
125008,D007029,D010911,0.8094684201868452
125009,D007029,D011007,0.304393884
125010,D007029,D011051,0.2968514918354784
125011,D007029,D011052,0.2380204338614012
125012,D007029,D011115,0.2381945198552943
125013,D007029,D011128,0.179750398
125014,D007029,D011129,0.2148618904665538
125015,D007029,D011218,0.1796178931689449
125016,D007029,D011304,0.1697054581871257
125017,D007029,D011557,0.252448852223734
125018,D007029,D011559,0.3276983892590032
125019,D007029,D011595,0.2108791330165017
125020,D007029,D011596,0.2219751807588706
125021,D007029,D011681,0.211110390434191
125022,D007029,D011782,0.2034743120098695
125023,D007029,D011843,0.1964674619515331
125024,D007029,D012019,0.1880650381950561
125025,D007029,D012021,0.1996426847887449
125026,D007029,D012035,0.2696431515097424
125027,D007029,D012133,0.1786836402365664
125028,D007029,D012148,0.1846675511944903
125029,D007029,D012202,0.3013657473102783
125031,D007029,D012497,0.2604117457947063
125032,D007029,D012585,0.1897630556736767
125033,D007029,D012607,0.1841589238829633
125034,D007029,D012608,0.2645686626965364
125035,D007029,D012618,0.2294915553373964
125036,D007029,D012640,0.2447569465040096
125037,D007029,D012678,0.285008114
125038,D007029,D012791,0.2723592727366484
125039,D007029,D012851,0.3111051033673775
125040,D007029,D012887,0.2312524651134107
125041,D007029,D012891,0.2288266137320223
125042,D007029,D012892,0.2028622285060193
125043,D007029,D012893,0.2714496530061306
125045,D007029,D013035,0.210438846833373
125046,D007029,D013036,0.3134077962400714
125047,D007029,D013064,0.2316397985209549
125048,D007029,D013106,0.3469614424780563
125049,D007029,D013117,0.2896218937680807
125050,D007029,D013118,0.381050132418708
125051,D007029,D013119,0.3276986511729496
125052,D007029,D013120,0.555817686
125053,D007029,D013132,0.3490304990668199
125054,D007029,D013226,0.2033273697816368
125055,D007029,D013285,0.2361912992166441
125056,D007029,D013341,0.176758889513633
125057,D007029,D013342,0.1859028723743629
125058,D007029,D013344,0.2919932436951143
125059,D007029,D013345,0.3449798465585457
125060,D007029,D013349,0.2973345134668205
125061,D007029,D013353,0.3028006960942202
125062,D007029,D013494,0.299228716287634
125064,D007029,D013575,0.2083370818918886
125065,D007029,D013595,0.2808758440912401
125066,D007029,D013606,0.2312107067377874
125069,D007029,D013651,0.1865246279784788
125070,D007029,D013661,0.2797732668995215
125071,D007029,D013746,0.1823923876613337
125072,D007029,D013786,0.3225659362243268
125073,D007029,D013901,0.1810398323502544
125074,D007029,D013981,0.2973633775749133
125075,D007029,D014012,0.1986887809042375
125076,D007029,D014125,0.2547656063095753
125077,D007029,D014202,0.2164233269084401
125078,D007029,D014277,0.1954778347565178
125079,D007029,D014313,0.1750973933354762
125080,D007029,D014390,0.2730222526548104
125081,D007029,D014402,0.1991249912796971
125082,D007029,D014474,0.2417659740509944
125083,D007029,D014607,0.1744841961827742
125084,D007029,D014653,0.2930218222609259
125085,D007029,D014715,0.3272045891355188
125086,D007029,D014717,0.2091799240172291
125087,D007029,D014786,0.2494571324509169
125088,D007029,D014826,0.1956457476408697
125089,D007029,D014832,0.2129023051791462
125090,D007029,D014854,0.2753670502444998
125091,D007029,D014884,0.2197444022371722
125092,D007029,D014899,0.2958909144667262
125093,D007029,D014901,0.3004147062261416
125095,D007029,D015051,0.1736852812282946
125096,D007029,D015173,0.8267517857182802
125097,D007029,D015175,0.607254091
125098,D007029,D015192,0.654880342
125099,D007029,D015211,0.2660318779296482
125100,D007029,D015324,0.2497883960010525
125101,D007029,D015325,0.2596359187064206
125102,D007029,D015354,0.1854037037067291
125103,D007029,D015418,0.186304961957138
125105,D007029,D015493,0.2495529193222673
125106,D007029,D015518,0.1782396360988363
125108,D007029,D015624,0.4014110813753514
125109,D007029,D015835,0.3457837195066193
125110,D007029,D015840,0.2023391524136851
125112,D007029,D015877,0.192922028805717
125113,D007029,D016135,0.2080381165232996
125114,D007029,D016136,0.1797406472396057
125116,D007029,D016262,0.2326300108213135
125117,D007029,D016472,0.2381992815489199
125118,D007029,D016518,0.1743343233981545
125120,D007029,D016750,0.2418335079760327
125121,D007029,D016779,0.2512533229538388
125122,D007029,D016781,0.2857651855493454
125123,D007029,D016862,0.231852335567089
125125,D007029,D016919,0.2500698088623
125126,D007029,D016920,0.3145071776963255
125127,D007029,D016921,0.2695369004093915
125128,D007029,D017042,0.2446130192369295
125129,D007029,D017096,0.3136634513294506
125130,D007029,D017237,0.3151332377810921
125131,D007029,D017240,0.205863011281588
125132,D007029,D017241,0.2810544046081313
125133,D007029,D017243,0.2532295004117721
125134,D007029,D017246,0.1828519159498339
125135,D007029,D017253,0.2266945942594823
125136,D007029,D017285,0.2127333798174845
125137,D007029,D017590,0.2873602158172393
125139,D007029,D017624,0.1703417992176246
125141,D007029,D017769,0.1706519303498879
125142,D007029,D017827,0.2727634838346828
125143,D007029,D018306,0.5357521434041825
125144,D007029,D018317,0.5297548267448897
125145,D007029,D018318,0.387695962309914
125146,D007029,D018319,0.3604244652778531
125147,D007029,D018458,0.3116670763600188
125148,D007029,D018781,0.3062852071682174
125149,D007029,D018860,0.2628841405755279
125150,D007029,D018887,0.272368991486728
125151,D007029,D018908,0.2107977069070404
125152,D007029,D018917,0.1758655584558256
125153,D007029,D018979,0.1690906234398453
125154,D007029,D018980,0.1718896617547832
125155,D007029,D019150,0.3284283278893175
125156,D007029,D019462,0.1730832485152855
125157,D007029,D019574,0.4133043201256726
125158,D007029,D019578,0.3194058221417022
125159,D007029,D019585,0.3223660839049893
125160,D007029,D019586,0.3713555550451606
125161,D007029,D019636,0.3026537244370933
125162,D007029,D019846,0.2738065750098177
125163,D007029,D019954,0.2933764298209648
125164,D007029,D020019,0.2498103093013196
125166,D007029,D020140,0.3634743483906748
125167,D007029,D020146,0.2444060429453436
125168,D007029,D020149,0.1723101828961385
125169,D007029,D020163,0.2783467477226167
125170,D007029,D020176,0.2690303979662279
125172,D007029,D020178,0.1809606020877915
125174,D007029,D020181,0.2106401808471725
125182,D007029,D020190,0.2768687298949497
125183,D007029,D020191,0.2965651930343197
125184,D007029,D020192,0.2534164686421218
125185,D007029,D020194,0.2421671541160389
125186,D007029,D020196,0.2966858328535924
125187,D007029,D020198,0.3466386986532374
125190,D007029,D020206,0.252697107
125191,D007029,D020217,0.2876999482833329
125192,D007029,D020221,0.1774700113158254
125193,D007029,D020225,0.2528220487323211
125194,D007029,D020227,0.2503878906900271
125195,D007029,D020232,0.2653981539189067
125197,D007029,D020243,0.2533186720673371
125198,D007029,D020244,0.3165056230812827
125199,D007029,D020258,0.2483886377615206
125200,D007029,D020262,0.1726119797228714
125204,D007029,D020267,0.2900258833397806
125205,D007029,D020277,0.1694018019997226
125206,D007029,D020288,0.5148262235505511
125207,D007029,D020293,0.3407785367039077
125209,D007029,D020299,0.2682588325552686
125210,D007029,D020300,0.3933146899459319
125211,D007029,D020301,0.3194990064460216
125212,D007029,D020306,0.2928485451680883
125213,D007029,D020323,0.1790326261454752
125214,D007029,D020325,0.2985540816323387
125215,D007029,D020326,0.2825517317341485
125218,D007029,D020335,0.1774271048683458
125221,D007029,D020339,0.3748686804775641
125222,D007029,D020361,0.4899810892849615
125223,D007029,D020362,0.4138451467639258
125224,D007029,D020363,0.4218478109788884
125225,D007029,D020364,0.3816862300513096
125226,D007029,D020371,0.2565063442406158
125229,D007029,D020388,0.1892121009236561
125233,D007029,D020421,0.2219396883099719
125234,D007029,D020422,0.2368198755392697
125235,D007029,D020423,0.2136450702644721
125236,D007029,D020424,0.1861131947606412
125238,D007029,D020426,0.2080771053576119
125240,D007029,D020429,0.172401376795582
125241,D007029,D020431,0.1839553747459819
125243,D007029,D020433,0.2133733395604184
125244,D007029,D020447,0.2145061869509065
125245,D007029,D020511,0.2358424075177077
125248,D007029,D020521,0.40689699520825
125249,D007029,D020528,0.1962045225038961
125250,D007029,D020529,0.2134400560579493
125252,D007029,D020721,0.2229170374397387
125253,D007029,D020734,0.4006222695947724
125254,D007029,D020752,0.2419155610145027
125255,D007029,D020754,0.3215231985779078
125256,D007029,D020758,0.2719769790151058
125257,D007029,D020760,0.2538180018027441
125258,D007029,D020762,0.2551692066487175
125259,D007029,D020765,0.3991736641515205
125260,D007029,D020766,0.3189253986196025
125261,D007029,D020767,0.3321986101495364
125262,D007029,D020774,0.2720124626367297
125265,D007029,D020814,0.2108029959146578
125266,D007029,D020818,0.2076236031912358
125267,D007029,D020819,0.2858161639476121
125269,D007029,D020852,0.2350937749684552
125270,D007029,D020879,0.2550921212559912
125271,D007029,D020886,0.2308924442066262
125272,D007029,D020914,0.1804742869926267
125274,D007029,D020919,0.2491828530085504
125275,D007029,D020921,0.1759019879863882
125277,D007029,D020923,0.1821230968103582
125278,D007029,D020925,0.3190957507243372
125280,D007029,D020945,0.2707514232019929
125281,D007029,D020953,0.2209837420743831
125282,D007029,D020955,0.2431579423036056
125283,D007029,D020961,0.3058238640061889
125284,D007029,D020966,0.2393210273741199
125285,D007029,D020967,0.210218779451427
125286,D007029,D024801,0.2636782057572294
125290,D007029,D029461,0.2375297120264253
125291,D007029,D034062,0.20874874806843
125292,D007029,D034081,0.2290609353458463
125293,D007029,D038223,0.1847093256775022
125294,D007029,D038642,0.1920949811801013
125295,D007029,D038901,0.2176701313049321
125298,D007029,D047748,0.5293177901434003
125300,D007029,D049290,0.1760340279819778
125301,D007029,D050798,0.254068625
125302,D007029,D051298,0.2747297244814329
125303,D007029,D051299,0.2831487178779573
125304,D007029,D051302,0.2495393476137853
125305,D007029,D051303,0.3265409590672101
125308,D007029,D052516,0.2936679467150207
125309,D007029,D052517,0.2175066913079132
125310,D007029,D052536,0.2242294818073769
125311,D007029,D052537,0.2294788020904218
125312,D007029,D052556,0.264345311
125313,D007029,D052879,0.2103873132399449
125315,D007029,D052919,0.2138493541891915
125317,D007029,D053578,0.3790833456324821
125321,D007029,D054038,0.2926665226354778
125322,D007029,D054078,0.2449824408765024
125323,D007029,D054080,0.2462895881635252
125324,D007029,D054081,0.1787390815969897
125327,D007029,D054220,0.2330550948085629
125328,D007029,D054319,0.2549284214544315
125329,D007029,D054546,0.2070225780448049
125330,D007029,D054969,0.2339711623540228
125332,D007029,D054971,0.2131449713102196
125334,D007029,D054975,0.6039261059192846
125336,D007029,D055756,0.4593007328705568
125337,D007029,D055948,0.1833577466685563
125338,D007029,D055953,0.270091214
125339,D007029,D055955,0.2483472929639797
125341,D007029,D056784,0.4277175510472406
125342,D007029,D056806,0.3069875857540088
125343,D007029,D057177,0.2347438466412379
125344,D007029,D057178,0.2407315302903236
125352,D007029,D059348,0.1983199479226543
125353,D007029,D059409,0.2749128427859388
125354,D007029,D060486,0.2274617972799552
125358,D007029,D061221,0.1757106212020775
125360,D007029,D061223,0.1885411176825511
125361,D007029,D061224,0.1781183829610837
125365,D007029,D063205,0.2112151012333563
125366,D007029,D063806,0.1709596364418232
125367,D007029,D064128,0.2447266972830005
125368,D007029,D065166,0.2692653492644157
125369,D007029,D065703,0.2202894808486578
125374,D007029,D065768,0.2668787656607135
125375,D007088,D000160,0.1953398592480251
125377,D007088,D000857,0.3228262933325002
125378,D007088,D001750,0.3300813386985669
125380,D007088,D002532,0.1902151599583133
125381,D007088,D002537,0.1841547628646018
125382,D007088,D002538,0.1699967884522799
125383,D007088,D002542,0.1974259896102978
125384,D007088,D002546,0.1869440205030953
125385,D007088,D003294,0.3179295010310649
125391,D007088,D007319,0.2195793530742014
125392,D007088,D007331,0.3780533821819264
125393,D007088,D007572,0.1829852067274798
125394,D007088,D007625,0.2409350691536405
