,Drug,Disease
10131,DB00412,D013119
10132,DB00641,D013119
10133,DB00675,D013119
10134,DB00277,D013119
10135,DB00744,D013119
10136,DB00335,D020760
10137,DB00758,D020760
10138,DB00907,D020760
10139,DB00492,D020760
10140,DB01109,D020760
10141,DB01275,D020760
10142,DB01115,D020760
10143,DB00275,D020760
10144,DB09140,D020760
10145,DB00541,D013120
10146,DB00682,D020758
10147,DB00564,D016135
10148,DB00242,D016135
10149,DB00158,D016135
10150,DB01592,D016135
10151,DB00333,D016135
10152,DB00627,D016135
10153,DB00252,D016135
10154,DB00794,D016135
10155,DB00755,D016135
10156,DB00313,D016135
10157,DB00162,D016135
10158,DB00996,D020754
10159,DB00230,D020754
10160,DB00252,D013132
10161,DB00981,D013132
10162,DB00864,D013132
10163,DB01048,D013226
10164,DB00316,D013226
10165,DB03128,D013226
10166,DB06151,D013226
10167,DB00518,D013226
10168,DB00404,D013226
10169,DB00594,D013226
10170,DB01223,D013226
10171,DB00321,D013226
10172,DB00381,D013226
10173,DB00543,D013226
10174,DB00182,D013226
10175,DB08799,D013226
10176,DB00714,D013226
10177,DB00126,D013226
10178,DB00572,D013226
10179,DB01061,D013226
10180,DB00181,D013226
10181,DB01156,D013226
10182,DB00564,D013226
10183,DB01413,D013226
10184,DB00493,D013226
10185,DB00438,D013226
10186,DB01212,D013226
10187,DB00608,D013226
10188,DB00477,D013226
10189,DB00122,D013226
10190,DB00501,D013226
10191,DB00537,D013226
10192,DB00215,D013226
10193,DB01211,D013226
10194,DB01242,D013226
10195,DB01068,D013226
10196,DB00575,D013226
10197,DB00907,D013226
10198,DB00531,D013226
10199,DB00091,D013226
10200,DB00829,D013226
10201,DB00988,D013226
10202,DB00330,D013226
10203,DB00292,D013226
10204,DB00949,D013226
10205,DB00574,D013226
10206,DB01039,D013226
10207,DB01216,D013226
10208,DB01205,D013226
10209,DB04841,D013226
10210,DB00693,D013226
10211,DB00472,D013226
10212,DB01320,D013226
10213,DB02530,D013226
10214,DB01044,D013226
10215,DB00143,D013226
10216,DB00502,D013226
10217,DB01159,D013226
10218,DB01181,D013226
10219,DB00328,D013226
10220,DB00753,D013226
10221,DB00677,D013226
10222,DB00951,D013226
10223,DB01221,D013226
10224,DB00709,D013226
10225,DB00555,D013226
10226,DB01202,D013226
10227,DB00281,D013226
10228,DB14509,D013226
10229,DB01601,D013226
10230,DB00186,D013226
10231,DB00934,D013226
10232,DB00643,D013226
10233,DB00474,D013226
10234,DB00563,D013226
10235,DB00683,D013226
10236,DB00295,D013226
10237,DB00435,D013226
10238,DB00368,D013226
10239,DB01165,D013226
10240,DB00334,D013226
10241,DB00776,D013226
10242,DB00312,D013226
10243,DB00780,D013226
10244,DB01174,D013226
10245,DB00252,D013226
10246,DB00981,D013226
10247,DB01085,D013226
10248,DB00733,D013226
10249,DB00396,D013226
10250,DB00818,D013226
10251,DB00165,D013226
10252,DB00503,D013226
10253,DB00747,D013226
10254,DB00795,D013226
10255,DB00864,D013226
10256,DB00624,D013226
10257,DB00277,D013226
10258,DB00599,D013226
10259,DB00906,D013226
10260,DB00302,D013226
10261,DB00831,D013226
10262,DB00313,D013226
10263,DB00661,D013226
10264,DB01593,D013226
10265,DB00909,D013226
10266,DB00181,D016750
10267,DB00982,D016750
10268,DB00708,D016750
10269,DB00297,D013285
10270,DB00907,D013285
10271,DB00677,D013285
10272,DB00951,D013285
10273,DB00281,D013285
10274,DB01041,D013285
10275,DB00313,D013285
10276,DB01394,D020955
10277,DB01418,D020521
10278,DB00316,D020521
10279,DB00819,D020521
10280,DB00770,D020521
10281,DB00182,D020521
10282,DB00278,D020521
10283,DB00126,D020521
10284,DB01076,D020521
10285,DB00195,D020521
10286,DB00006,D020521
10287,DB00188,D020521
10288,DB01200,D020521
10289,DB01156,D020521
10290,DB00201,D020521
10291,DB01136,D020521
10292,DB00310,D020521
10293,DB01166,D020521
10294,DB00215,D020521
10295,DB00758,D020521
10296,DB00907,D020521
10297,DB00318,D020521
10298,DB01234,D020521
10299,DB00586,D020521
10300,DB00255,D020521
10301,DB00343,D020521
10302,DB00975,D020521
10303,DB00822,D020521
10304,DB00590,D020521
10305,DB09075,D020521
10306,DB00584,D020521
10307,DB01240,D020521
10308,DB00898,D020521
10309,DB00158,D020521
10310,DB00695,D020521
10311,DB08964,D020521
10312,DB01109,D020521
10313,DB00999,D020521
10314,DB00741,D020521
10315,DB01005,D020521
10316,DB01050,D020521
10317,DB00270,D020521
10318,DB00007,D020521
10319,DB00367,D020521
10320,DB00678,D020521
10321,DB00603,D020521
10322,DB01357,D020521
10323,DB00331,D020521
10324,DB00333,D020521
10325,DB00563,D020521
10326,DB01017,D020521
10327,DB01183,D020521
10328,DB00627,D020521
10329,DB00184,D020521
10330,DB01115,D020521
10331,DB00393,D020521
10332,DB01062,D020521
10333,DB00715,D020521
10334,DB00652,D020521
10335,DB00806,D020521
10336,DB00790,D020521
10337,DB00397,D020521
10338,DB14500,D020521
10339,DB00175,D020521
10340,DB00396,D020521
10341,DB00782,D020521
10342,DB00852,D020521
10343,DB00881,D020521
10344,DB00015,D020521
10345,DB00140,D020521
10346,DB00533,D020521
10347,DB01105,D020521
10348,DB00641,D020521
10349,DB00669,D020521
10350,DB00675,D020521
10351,DB01041,D020521
10352,DB09070,D020521
10353,DB00208,D020521
10354,DB00302,D020521
10355,DB00752,D020521
10356,DB00656,D020521
10357,DB08814,D020521
10358,DB00792,D020521
10359,DB00661,D020521
10360,DB00163,D020521
10361,DB00682,D020521
10362,DB04898,D020521
10363,DB00414,D053608
10364,DB00787,D053608
10365,DB00321,D053608
10366,DB00182,D053608
10367,DB00572,D053608
10368,DB00181,D053608
10369,DB00564,D053608
10370,DB01413,D053608
10371,DB01112,D053608
10372,DB00477,D053608
10373,DB00501,D053608
10374,DB01242,D053608
10375,DB01068,D053608
10376,DB00829,D053608
10377,DB00822,D053608
10378,DB00843,D053608
10379,DB00898,D053608
10380,DB00196,D053608
10381,DB00623,D053608
10382,DB00502,D053608
10383,DB00458,D053608
10384,DB01221,D053608
10385,DB00186,D053608
10386,DB00408,D053608
10387,DB00653,D053608
10388,DB00358,D053608
10389,DB01065,D053608
10390,DB00333,D053608
10391,DB00563,D053608
10392,DB01403,D053608
10393,DB00295,D053608
10394,DB01183,D053608
10395,DB00312,D053608
10396,DB00981,D053608
10397,DB01069,D053608
10398,DB00747,D053608
10399,DB00795,D053608
10400,DB00599,D053608
10401,DB01607,D053608
10402,DB00313,D053608
10403,DB01080,D053608
10404,DB01174,D013341
10405,DB00477,D013342
10406,DB00363,D013342
10407,DB01151,D013342
10408,DB00472,D013342
10409,DB00623,D013342
10410,DB00996,D013342
10411,DB00422,D013342
10412,DB00334,D013342
10413,DB00734,D013342
10414,DB00277,D013342
10415,DB00831,D013342
10416,DB00313,D013342
10417,DB00811,D013344
10418,DB00513,D013345
10419,DB00182,D013345
10420,DB00181,D013345
10421,DB00559,D013345
10422,DB00201,D013345
10423,DB01166,D013345
10424,DB00758,D013345
10425,DB00907,D013345
10426,DB01406,D013345
10427,DB00746,D013345
10428,DB01234,D013345
10429,DB00975,D013345
10430,DB00668,D013345
10431,DB00898,D013345
10432,DB00949,D013345
10433,DB01109,D013345
10434,DB00598,D013345
10435,DB00235,D013345
10436,DB00622,D013345
10437,DB00184,D013345
10438,DB00393,D013345
10439,DB00727,D013345
10440,DB00368,D013345
10441,DB00935,D013345
10442,DB00780,D013345
10443,DB00388,D013345
10444,DB00397,D013345
10445,DB00252,D013345
10446,DB00302,D013345
10447,DB00752,D013345
10448,DB00661,D013345
10449,DB00682,D013345
10450,DB01109,D020206
10451,DB00415,D013353
10452,DB00493,D013353
10453,DB00446,D013353
10454,DB00555,D050798
10455,DB00776,D050798
10456,DB00273,D050798
10457,DB01118,D013494
10458,DB04841,D013494
10459,DB01235,D013494
10460,DB00531,D015173
10461,DB00541,D015173
10462,DB00985,D013547
10463,DB00918,D013575
10464,DB00513,D013575
10465,DB01118,D013575
10466,DB00321,D013575
10467,DB00381,D013575
10468,DB00714,D013575
10469,DB00335,D013575
10470,DB00572,D013575
10471,DB00436,D013575
10472,DB00195,D013575
10473,DB01200,D013575
10474,DB00201,D013575
10475,DB00564,D013575
10476,DB00578,D013575
10477,DB01150,D013575
10478,DB00608,D013575
10479,DB00477,D013575
10480,DB01239,D013575
10481,DB00537,D013575
10482,DB00604,D013575
10483,DB00215,D013575
10484,DB01211,D013575
10485,DB01068,D013575
10486,DB00575,D013575
10487,DB00758,D013575
10488,DB00363,D013575
10489,DB00907,D013575
10490,DB00924,D013575
10491,DB01151,D013575
10492,DB00829,D013575
10493,DB00975,D013575
10494,DB00280,D013575
10495,DB00841,D013575
10496,DB00879,D013575
10497,DB00584,D013575
10498,DB00668,D013575
10499,DB00187,D013575
10500,DB00950,D013575
10501,DB01195,D013575
10502,DB00196,D013575
10503,DB00687,D013575
10504,DB00472,D013575
10505,DB00695,D013575
10506,DB00674,D013575
10507,DB00502,D013575
10508,DB00557,D013575
10509,DB00808,D013575
10510,DB01029,D013575
10511,DB00883,D013575
10512,DB01167,D013575
10513,DB00598,D013575
10514,DB01210,D013575
10515,DB01235,D013575
10516,DB00281,D013575
10517,DB14509,D013575
10518,DB00455,D013575
10519,DB00678,D013575
10520,DB00961,D013575
10521,DB00371,D013575
10522,DB00333,D013575
10523,DB00968,D013575
10524,DB01233,D013575
10525,DB00264,D013575
10526,DB00211,D013575
10527,DB00238,D013575
10528,DB00627,D013575
10529,DB01115,D013575
10530,DB00727,D013575
10531,DB00325,D013575
10532,DB00540,D013575
10533,DB00334,D013575
10534,DB01173,D013575
10535,DB00935,D013575
10536,DB00715,D013575
10537,DB00738,D013575
10538,DB00388,D013575
10539,DB00397,D013575
10540,DB00457,D013575
10541,DB01599,D013575
10542,DB00571,D013575
10543,DB00852,D013575
10544,DB00908,D013575
10545,DB00468,D013575
10546,DB00178,D013575
10547,DB00863,D013575
10548,DB00811,D013575
10549,DB00734,D013575
10550,DB00989,D013575
10551,DB00489,D013575
10552,DB00675,D013575
10553,DB00966,D013575
10554,DB00342,D013575
10555,DB01041,D013575
10556,DB00373,D013575
10557,DB00656,D013575
10558,DB00755,D013575
10559,DB00313,D013575
10560,DB00661,D013575
10561,DB01200,D019462
10562,DB00633,D019462
10563,DB00668,D019462
10564,DB00277,D019462
10565,DB09061,D000071057
10566,DB00502,D000071057
10567,DB11915,D000071057
10568,DB00819,D013651
10569,DB00714,D013651
10570,DB00972,D013651
10571,DB00181,D013651
10572,DB00564,D013651
10573,DB01178,D013651
10574,DB00537,D013651
10575,DB01211,D013651
10576,DB01190,D013651
10577,DB00907,D013651
10578,DB00250,D013651
10579,DB00997,D013651
10580,DB00584,D013651
10581,DB01628,D013651
10582,DB00544,D013651
10583,DB06786,D013651
10584,DB00999,D013651
10585,DB00982,D013651
10586,DB00709,D013651
10587,DB00448,D013651
10588,DB00281,D013651
10589,DB14509,D013651
10590,DB00763,D013651
10591,DB00563,D013651
10592,DB00916,D013651
10593,DB00211,D013651
10594,DB00238,D013651
10595,DB01229,D013651
10596,DB00213,D013651
10597,DB00738,D013651
10598,DB00812,D013651
10599,DB00268,D013651
10600,DB00857,D013651
10601,DB00759,D013651
10602,DB00495,D013651
10603,DB01198,D013651
10604,DB00518,D024801
10605,DB00443,D024801
10606,DB04540,D024801
10607,DB00694,D024801
10608,DB09241,D024801
10609,DB01229,D024801
10610,DB00321,D018781
10611,DB00448,D018781
10612,DB01065,D018781
10613,DB00627,D018781
10614,DB00780,D018781
10615,DB00669,D018781
10616,DB00313,D018781
10617,DB00479,D013746
10618,DB00626,D013746
10619,DB01164,D013746
10620,DB00343,D013746
10621,DB00841,D013746
10622,DB00529,D013746
10623,DB00695,D013746
10624,DB00448,D013746
10625,DB00653,D013746
10626,DB01233,D013746
10627,DB00994,D013746
10628,DB01115,D013746
10629,DB01421,D013746
10630,DB01174,D013746
10631,DB00252,D013746
10632,DB01080,D013786
10633,DB00252,D020429
10634,DB06288,D013981
10635,DB01238,D013981
10636,DB00201,D013981
10637,DB00564,D013981
10638,DB00215,D013981
10639,DB01068,D013981
10640,DB00575,D013981
10641,DB00363,D013981
10642,DB00907,D013981
10643,DB01151,D013981
10644,DB01576,D013981
10645,DB00472,D013981
10646,DB00176,D013981
10647,DB01018,D013981
10648,DB00502,D013981
10649,DB01235,D013981
10650,DB00422,D013981
10651,DB01165,D013981
10652,DB01186,D013981
10653,DB00850,D013981
10654,DB00413,D013981
10655,DB00860,D013981
10656,DB01367,D013981
10657,DB00734,D013981
10658,DB01104,D013981
10659,DB00679,D013981
10660,DB00313,D013981
10661,DB00472,D020323
10662,DB00502,D020323
10663,DB00422,D020323
10664,DB00704,D020323
10665,DB00184,D020323
10666,DB00540,D020323
10667,DB00497,D020323
10668,DB00715,D020323
10669,DB00321,D014012
10670,DB00207,D014012
10671,DB09096,D014012
10672,DB00297,D014012
10673,DB01156,D014012
10674,DB00389,D014012
10675,DB00537,D014012
10676,DB00515,D014012
10677,DB01190,D014012
10678,DB01242,D014012
10679,DB00531,D014012
10680,DB00746,D014012
10681,DB01234,D014012
10682,DB01142,D014012
10683,DB00997,D014012
10684,DB00668,D014012
10685,DB00199,D014012
10686,DB00452,D014012
10687,DB00695,D014012
10688,DB01050,D014012
10689,DB00458,D014012
10690,DB00709,D014012
10691,DB00281,D014012
10692,DB00603,D014012
10693,DB00784,D014012
10694,DB00358,D014012
10695,DB00916,D014012
10696,DB01017,D014012
10697,DB00788,D014012
10698,DB00994,D014012
10699,DB00955,D014012
10700,DB00238,D014012
10701,DB00393,D014012
10702,DB01229,D014012
10703,DB00008,D014012
10704,DB00022,D014012
10705,DB00806,D014012
10706,DB00780,D014012
10707,DB00252,D014012
10708,DB00635,D014012
10709,DB00571,D014012
10710,DB00550,D014012
10711,DB00344,D014012
10712,DB00468,D014012
10713,DB00863,D014012
10714,DB00811,D014012
10715,DB00296,D014012
10716,DB00936,D014012
10717,DB00649,D014012
10718,DB01082,D014012
10719,DB00263,D014012
10720,DB00669,D014012
10721,DB00864,D014012
10722,DB01056,D014012
10723,DB00313,D014012
10724,DB00661,D014012
10725,DB00541,D014012
10726,DB00361,D014012
10727,DB00943,D014012
10728,DB00653,D015845
10729,DB00468,D015845
10730,DB00915,D005879
10731,DB01238,D005879
10732,DB09061,D005879
10733,DB00564,D005879
10734,DB01242,D005879
10735,DB01068,D005879
10736,DB00575,D005879
10737,DB12161,D005879
10738,DB01576,D005879
10739,DB00647,D005879
10740,DB00470,D005879
10741,DB00472,D005879
10742,DB00176,D005879
10743,DB00502,D005879
10744,DB01202,D005879
10745,DB00422,D005879
10746,DB01183,D005879
10747,DB00704,D005879
10748,DB00184,D005879
10749,DB00334,D005879
10750,DB00497,D005879
10751,DB01174,D005879
10752,DB01100,D005879
10753,DB00734,D005879
10754,DB00747,D005879
10755,DB04844,D005879
10756,DB11915,D005879
10757,DB01234,D016781
10758,DB00205,D016781
10759,DB00359,D016781
10760,DB00860,D014125
10761,DB00818,D020196
10762,DB00819,D014202
10763,DB00787,D014202
10764,DB00640,D014202
10765,DB01001,D014202
10766,DB00915,D014202
10767,DB01118,D014202
10768,DB06288,D014202
10769,DB00321,D014202
10770,DB00714,D014202
10771,DB00335,D014202
10772,DB00572,D014202
10773,DB13746,D014202
10774,DB00810,D014202
10775,DB01200,D014202
10776,DB01156,D014202
10777,DB00490,D014202
10778,DB00201,D014202
10779,DB00564,D014202
10780,DB00190,D014202
10781,DB00748,D014202
10782,DB00438,D014202
10783,DB00482,D014202
10784,DB00477,D014202
10785,DB00501,D014202
10786,DB00568,D014202
10787,DB00537,D014202
10788,DB00215,D014202
10789,DB01407,D014202
10790,DB01242,D014202
10791,DB01068,D014202
10792,DB00575,D014202
10793,DB00363,D014202
10794,DB00907,D014202
10795,DB09130,D014202
10796,DB09131,D014202
10797,DB00091,D014202
10798,DB00434,D014202
10799,DB00987,D014202
10800,DB00970,D014202
10801,DB00694,D014202
10802,DB01151,D014202
10803,DB00514,D014202
10804,DB00829,D014202
10805,DB01396,D014202
10806,DB01075,D014202
10807,DB00822,D014202
10808,DB00841,D014202
10809,DB00988,D014202
10810,DB00997,D014202
10811,DB00470,D014202
10812,DB06262,D014202
10813,DB00668,D014202
10814,DB00199,D014202
10815,DB00898,D014202
10816,DB00593,D014202
10817,DB00292,D014202
10818,DB00949,D014202
10819,DB01288,D014202
10820,DB00813,D014202
10821,DB00196,D014202
10822,DB01205,D014202
10823,DB04841,D014202
10824,DB00472,D014202
10825,DB00623,D014202
10826,DB00176,D014202
10827,DB00996,D014202
10828,DB00674,D014202
10829,DB00502,D014202
10830,DB05381,D014202
10831,DB01611,D014202
10832,DB01598,D014202
10833,DB00458,D014202
10834,DB00328,D014202
10835,DB00332,D014202
10836,DB00753,D014202
10837,DB00677,D014202
10838,DB11757,D014202
10839,DB01167,D014202
10840,DB01221,D014202
10841,DB01026,D014202
10842,DB00598,D014202
10843,DB00555,D014202
10844,DB01202,D014202
10845,DB01235,D014202
10846,DB00589,D014202
10847,DB14509,D014202
10848,DB14507,D014202
10849,DB00653,D014202
10850,DB00934,D014202
10851,DB00657,D014202
10852,DB00603,D014202
10853,DB01065,D014202
10854,DB00814,D014202
10855,DB01043,D014202
10856,DB00454,D014202
10857,DB00933,D014202
10858,DB13520,D014202
10859,DB00333,D014202
10860,DB00703,D014202
10861,DB00563,D014202
10862,DB00968,D014202
10863,DB00422,D014202
10864,DB00959,D014202
10865,DB01233,D014202
10866,DB00264,D014202
10867,DB00916,D014202
10868,DB00379,D014202
10869,DB06148,D014202
10870,DB00683,D014202
10871,DB01017,D014202
10872,DB00648,D014202
10873,DB01204,D014202
10874,DB01203,D014202
10875,DB01183,D014202
10876,DB00704,D014202
10877,DB01400,D014202
10878,DB00184,D014202
10879,DB00325,D014202
10880,DB00585,D014202
10881,DB00540,D014202
10882,DB01165,D014202
10883,DB00334,D014202
10884,DB00904,D014202
10885,DB00776,D014202
10886,DB01580,D014202
10887,DB00497,D014202
10888,DB01626,D014202
10889,DB00715,D014202
10890,DB00487,D014202
10891,DB00183,D014202
10892,DB00652,D014202
10893,DB00312,D014202
10894,DB00806,D014202
10895,DB01186,D014202
10896,DB04930,D014202
10897,DB00850,D014202
10898,DB00780,D014202
10899,DB01174,D014202
10900,DB03255,D014202
10901,DB00925,D014202
10902,DB00397,D014202
10903,DB00252,D014202
10904,DB00981,D014202
10905,DB01085,D014202
10906,DB05316,D014202
10907,DB01100,D014202
10908,DB00960,D014202
10909,DB00670,D014202
10910,DB00554,D014202
10911,DB14500,D014202
10912,DB00457,D014202
10913,DB00635,D014202
10914,DB00230,D014202
10915,DB00794,D014202
10916,DB01035,D014202
10917,DB00721,D014202
10918,DB01366,D014202
10919,DB00387,D014202
10920,DB00392,D014202
10921,DB00420,D014202
10922,DB00818,D014202
10923,DB00571,D014202
10924,DB00344,D014202
10925,DB00852,D014202
10926,DB00409,D014202
10927,DB00206,D014202
10928,DB00734,D014202
10929,DB00867,D014202
10930,DB00989,D014202
10931,DB00296,D014202
10932,DB00747,D014202
10933,DB01037,D014202
10934,DB01104,D014202
10935,DB00489,D014202
10936,DB00708,D014202
10937,DB00391,D014202
10938,DB00382,D014202
10939,DB00864,D014202
10940,DB00675,D014202
10941,DB00871,D014202
10942,DB00342,D014202
10943,DB01041,D014202
10944,DB00277,D014202
10945,DB00679,D014202
10946,DB01623,D014202
10947,DB00373,D014202
10948,DB09536,D014202
10949,DB00273,D014202
10950,DB00752,D014202
10951,DB00656,D014202
10952,DB00831,D014202
10953,DB00376,D014202
10954,DB00809,D014202
10955,DB00313,D014202
10956,DB00661,D014202
10957,DB00541,D014202
10958,DB01392,D014202
10959,DB01593,D014202
10960,DB00909,D014202
10961,DB00297,D020433
10962,DB01156,D020433
10963,DB00813,D020433
10964,DB00358,D020433
10965,DB00541,D020433
10966,DB00181,D014277
10967,DB01200,D014277
10968,DB06774,D014277
10969,DB00564,D014277
10970,DB00390,D014277
10971,DB01184,D014277
10972,DB00996,D014277
10973,DB00698,D014277
10974,DB00776,D014277
10975,DB03255,D014277
10976,DB00252,D014277
10977,DB00697,D014277
10978,DB06288,D014313
10979,DB01156,D014313
10980,DB00829,D014313
10981,DB01075,D014313
10982,DB00813,D014313
10983,DB00472,D014313
10984,DB01159,D014313
10985,DB00753,D014313
10986,DB01221,D014313
10987,DB01233,D014313
10988,DB00379,D014313
10989,DB01400,D014313
10990,DB01337,D014313
10991,DB00850,D014313
10992,DB00818,D014313
10993,DB01236,D014313
10994,DB00202,D014313
10995,DB00708,D014313
10996,DB00996,D020432
10997,DB01165,D016862
10998,DB00330,D020306
10999,DB00951,D020306
11000,DB00339,D020306
11001,DB01045,D020306
11002,DB01082,D020306
11003,DB00951,D014390
11004,DB00339,D014390
11005,DB01045,D014390
11006,DB01082,D014390
11007,DB01590,D014402
11008,DB00877,D014402
11009,DB06287,D014402
11010,DB01080,D014402
11011,DB00855,D020176
11012,DB00564,D020176
11013,DB00348,D020176
11014,DB01017,D020424
11015,DB00252,D020424
11016,DB00802,D014474
11017,DB00993,D014474
11018,DB00181,D014474
11019,DB00564,D014474
11020,DB00395,D014474
11021,DB00403,D014474
11022,DB01239,D014474
11023,DB00215,D014474
11024,DB00575,D014474
11025,DB00363,D014474
11026,DB00907,D014474
11027,DB00829,D014474
11028,DB00586,D014474
11029,DB00843,D014474
11030,DB00668,D014474
11031,DB00199,D014474
11032,DB00898,D014474
11033,DB00813,D014474
11034,DB01205,D014474
11035,DB08964,D014474
11036,DB01221,D014474
11037,DB14509,D014474
11038,DB00836,D014474
11039,DB00961,D014474
11040,DB00331,D014474
11041,DB00563,D014474
11042,DB00524,D014474
11043,DB00683,D014474
11044,DB00834,D014474
11045,DB00295,D014474
11046,DB01183,D014474
11047,DB00715,D014474
11048,DB00312,D014474
11049,DB00780,D014474
11050,DB00981,D014474
11051,DB00457,D014474
11052,DB00750,D014474
11053,DB00899,D014474
11054,DB00864,D014474
11055,DB00599,D014474
11056,DB00193,D014474
11057,DB00313,D014474
11058,DB00661,D014474
