,Drug,Disease
6156,DB01242,D009069
6157,DB01068,D009069
6158,DB00575,D009069
6159,DB00363,D009069
6160,DB00907,D009069
6161,DB01394,D009069
6162,DB09130,D009069
6163,DB11672,D009069
6164,DB00091,D009069
6165,DB00970,D009069
6166,DB00694,D009069
6167,DB03619,D009069
6168,DB01576,D009069
6169,DB00829,D009069
6170,DB01119,D009069
6171,DB00804,D009069
6172,DB01396,D009069
6173,DB01075,D009069
6174,DB01184,D009069
6175,DB00997,D009069
6176,DB00470,D009069
6177,DB00584,D009069
6178,DB00199,D009069
6179,DB00783,D009069
6180,DB00898,D009069
6181,DB00773,D009069
6182,DB01276,D009069
6183,DB00949,D009069
6184,DB00574,D009069
6185,DB04841,D009069
6186,DB00472,D009069
6187,DB00623,D009069
6188,DB04842,D009069
6189,DB00492,D009069
6190,DB00996,D009069
6191,DB00674,D009069
6192,DB02530,D009069
6193,DB00143,D009069
6194,DB00502,D009069
6195,DB01159,D009069
6196,DB01050,D009069
6197,DB00270,D009069
6198,DB00555,D009069
6199,DB01202,D009069
6200,DB01235,D009069
6201,DB14509,D009069
6202,DB00186,D009069
6203,DB00227,D009069
6204,DB00408,D009069
6205,DB00934,D009069
6206,DB01065,D009069
6207,DB01043,D009069
6208,DB00763,D009069
6209,DB00422,D009069
6210,DB01233,D009069
6211,DB00916,D009069
6212,DB06148,D009069
6213,DB01017,D009069
6214,DB00295,D009069
6215,DB01183,D009069
6216,DB00184,D009069
6217,DB04743,D009069
6218,DB01595,D009069
6219,DB04821,D009069
6220,DB00334,D009069
6221,DB09140,D009069
6222,DB01626,D009069
6223,DB00806,D009069
6224,DB01186,D009069
6225,DB00850,D009069
6226,DB01174,D009069
6227,DB00397,D009069
6228,DB00252,D009069
6229,DB00981,D009069
6230,DB01085,D009069
6231,DB01100,D009069
6232,DB11263,D009069
6233,DB00433,D009069
6234,DB00818,D009069
6235,DB00571,D009069
6236,DB00165,D009069
6237,DB00908,D009069
6238,DB00468,D009069
6239,DB01129,D009069
6240,DB00409,D009069
6241,DB00206,D009069
6242,DB00740,D009069
6243,DB00734,D009069
6244,DB00533,D009069
6245,DB00747,D009069
6246,DB01104,D009069
6247,DB00641,D009069
6248,DB00428,D009069
6249,DB00391,D009069
6250,DB00675,D009069
6251,DB01956,D009069
6252,DB04844,D009069
6253,DB00679,D009069
6254,DB01623,D009069
6255,DB00906,D009069
6256,DB09536,D009069
6257,DB00273,D009069
6258,DB00519,D009069
6259,DB00656,D009069
6260,DB00755,D009069
6261,DB00831,D009069
6262,DB00376,D009069
6263,DB01586,D009069
6264,DB00313,D009069
6265,DB00661,D009069
6266,DB00570,D009069
6267,DB00541,D009069
6268,DB00163,D009069
6269,DB01392,D009069
6270,DB00962,D009069
6271,DB00246,D009069
6272,DB00425,D009069
6273,DB00907,D009072
6274,DB00975,D009072
6275,DB00584,D009072
6276,DB00696,D009072
6277,DB00695,D009072
6278,DB00201,D020267
6279,DB00184,D020267
6280,DB00413,D020267
6281,DB00915,D009103
6282,DB00993,D009103
6283,DB00181,D009103
6284,DB00242,D009103
6285,DB00514,D009103
6286,DB08908,D009103
6287,DB01235,D009103
6288,DB00959,D009103
6289,DB01204,D009103
6290,DB00704,D009103
6291,DB00435,D009103
6292,DB00860,D009103
6293,DB00635,D009103
6294,DB00908,D009103
6295,DB12371,D009103
6296,DB08880,D009103
6297,DB11094,D009103
6298,DB00181,D020528
6299,DB00531,D020528
6300,DB01592,D020528
6301,DB01204,D020528
6302,DB00864,D020528
6303,DB00993,D020529
6304,DB08908,D020529
6305,DB01065,D020529
6306,DB00959,D020529
6307,DB01017,D020529
6308,DB01204,D020529
6309,DB01235,D019578
6310,DB09205,D019578
6311,DB00457,D019578
6312,DB01001,D009120
6313,DB00321,D009120
6314,DB00381,D009120
6315,DB00126,D009120
6316,DB00201,D009120
6317,DB00229,D009120
6318,DB01161,D009120
6319,DB00169,D009120
6320,DB00907,D009120
6321,DB00318,D009120
6322,DB00148,D009120
6323,DB01406,D009120
6324,DB01219,D009120
6325,DB01234,D009120
6326,DB00829,D009120
6327,DB00320,D009120
6328,DB01093,D009120
6329,DB00280,D009120
6330,DB00584,D009120
6331,DB00712,D009120
6332,DB00529,D009120
6333,DB00502,D009120
6334,DB00999,D009120
6335,DB00227,D009120
6336,DB00603,D009120
6337,DB00763,D009120
6338,DB00524,D009120
6339,DB00211,D009120
6340,DB00929,D009120
6341,DB00295,D009120
6342,DB01183,D009120
6343,DB01115,D009120
6344,DB01229,D009120
6345,DB00960,D009120
6346,DB14500,D009120
6347,DB00175,D009120
6348,DB00635,D009120
6349,DB00339,D009120
6350,DB00468,D009120
6351,DB00641,D009120
6352,DB00605,D009120
6353,DB00864,D009120
6354,DB00871,D009120
6355,DB01041,D009120
6356,DB00755,D009120
6357,DB00313,D009120
6358,DB00570,D009120
6359,DB00541,D009120
6360,DB00163,D009120
6361,DB00315,D009120
6362,DB00321,D009122
6363,DB00181,D009122
6364,DB01242,D009122
6365,DB00907,D009122
6366,DB01219,D009122
6367,DB01151,D009122
6368,DB00829,D009122
6369,DB00917,D009122
6370,DB00450,D009122
6371,DB00584,D009122
6372,DB00502,D009122
6373,DB00454,D009122
6374,DB01233,D009122
6375,DB00834,D009122
6376,DB00295,D009122
6377,DB00334,D009122
6378,DB01173,D009122
6379,DB00252,D009122
6380,DB00433,D009122
6381,DB01069,D009122
6382,DB00818,D009122
6383,DB00734,D009122
6384,DB00202,D009122
6385,DB00391,D009122
6386,DB00679,D009122
6387,DB00181,D009123
6388,DB00169,D009123
6389,DB00215,D009123
6390,DB01242,D009123
6391,DB00363,D009123
6392,DB09130,D009123
6393,DB00829,D009123
6394,DB01205,D009123
6395,DB01221,D009123
6396,DB00281,D009123
6397,DB14509,D009123
6398,DB00563,D009123
6399,DB00834,D009123
6400,DB00929,D009123
6401,DB00295,D009123
6402,DB01183,D009123
6403,DB01595,D009123
6404,DB00313,D009123
6405,DB00541,D009123
6406,DB00802,D009127
6407,DB00915,D009127
6408,DB00543,D009127
6409,DB00714,D009127
6410,DB00572,D009127
6411,DB00181,D009127
6412,DB01200,D009127
6413,DB00297,D009127
6414,DB00190,D009127
6415,DB00477,D009127
6416,DB00604,D009127
6417,DB00215,D009127
6418,DB00575,D009127
6419,DB00363,D009127
6420,DB00907,D009127
6421,DB01219,D009127
6422,DB00633,D009127
6423,DB00829,D009127
6424,DB00804,D009127
6425,DB01075,D009127
6426,DB01184,D009127
6427,DB00843,D009127
6428,DB00450,D009127
6429,DB00228,D009127
6430,DB00668,D009127
6431,DB00292,D009127
6432,DB00813,D009127
6433,DB01205,D009127
6434,DB00623,D009127
6435,DB00176,D009127
6436,DB00502,D009127
6437,DB01159,D009127
6438,DB01247,D009127
6439,DB11757,D009127
6440,DB01221,D009127
6441,DB00504,D009127
6442,DB01235,D009127
6443,DB00589,D009127
6444,DB14509,D009127
6445,DB00784,D009127
6446,DB00454,D009127
6447,DB00563,D009127
6448,DB00968,D009127
6449,DB00422,D009127
6450,DB01233,D009127
6451,DB01336,D009127
6452,DB00683,D009127
6453,DB00295,D009127
6454,DB01183,D009127
6455,DB00788,D009127
6456,DB01149,D009127
6457,DB00627,D009127
6458,DB00585,D009127
6459,DB00334,D009127
6460,DB00904,D009127
6461,DB00776,D009127
6462,DB01337,D009127
6463,DB01626,D009127
6464,DB00715,D009127
6465,DB01186,D009127
6466,DB00850,D009127
6467,DB00780,D009127
6468,DB00925,D009127
6469,DB00670,D009127
6470,DB00413,D009127
6471,DB00457,D009127
6472,DB00387,D009127
6473,DB00818,D009127
6474,DB00571,D009127
6475,DB00899,D009127
6476,DB00409,D009127
6477,DB00206,D009127
6478,DB00734,D009127
6479,DB00989,D009127
6480,DB00728,D009127
6481,DB00296,D009127
6482,DB06335,D009127
6483,DB00747,D009127
6484,DB01037,D009127
6485,DB01082,D009127
6486,DB00202,D009127
6487,DB00708,D009127
6488,DB00277,D009127
6489,DB00599,D009127
6490,DB00679,D009127
6491,DB01623,D009127
6492,DB00193,D009127
6493,DB00752,D009127
6494,DB00656,D009127
6495,DB00831,D009127
6496,DB00376,D009127
6497,DB00313,D009127
6498,DB01392,D009127
6499,DB00246,D009127
6500,DB00909,D009127
6501,DB00181,D009128
6502,DB00564,D009128
6503,DB00575,D009128
6504,DB00907,D009128
6505,DB01576,D009128
6506,DB00228,D009128
6507,DB00813,D009128
6508,DB00472,D009128
6509,DB00753,D009128
6510,DB01235,D009128
6511,DB00281,D009128
6512,DB01043,D009128
6513,DB00563,D009128
6514,DB00295,D009128
6515,DB01183,D009128
6516,DB01337,D009128
6517,DB00252,D009128
6518,DB00433,D009128
6519,DB01104,D009128
6520,DB00599,D009128
6521,DB00697,D009128
6522,DB00819,D018908
6523,DB00518,D018908
6524,DB00915,D018908
6525,DB11640,D018908
6526,DB01118,D018908
6527,DB00613,D018908
6528,DB00714,D018908
6529,DB01076,D018908
6530,DB00572,D018908
6531,DB00993,D018908
6532,DB00181,D018908
6533,DB00443,D018908
6534,DB01393,D018908
6535,DB00290,D018908
6536,DB00297,D018908
6537,DB00201,D018908
6538,DB09061,D018908
6539,DB00564,D018908
6540,DB00389,D018908
6541,DB00439,D018908
6542,DB00608,D018908
6543,DB00310,D018908
6544,DB00515,D018908
6545,DB01211,D018908
6546,DB00636,D018908
6547,DB00363,D018908
6548,DB00907,D018908
6549,DB01394,D018908
6550,DB11672,D018908
6551,DB00531,D018908
6552,DB00091,D018908
6553,DB00987,D018908
6554,DB01219,D018908
6555,DB00250,D018908
6556,DB01234,D018908
6557,DB00829,D018908
6558,DB01093,D018908
6559,DB01248,D018908
6560,DB00843,D018908
6561,DB01142,D018908
6562,DB00997,D018908
6563,DB01010,D018908
6564,DB01039,D018908
6565,DB01241,D018908
6566,DB01170,D018908
6567,DB01109,D018908
6568,DB00756,D018908
6569,DB00999,D018908
6570,DB00741,D018908
6571,DB01611,D018908
6572,DB00808,D018908
6573,DB00270,D018908
6574,DB01167,D018908
6575,DB01172,D018908
6576,DB01026,D018908
6577,DB00448,D018908
6578,DB00367,D018908
6579,DB14509,D018908
6580,DB00186,D018908
6581,DB00227,D018908
6582,DB00653,D018908
6583,DB00772,D018908
6584,DB00358,D018908
6585,DB00814,D018908
6586,DB00763,D018908
6587,DB00563,D018908
6588,DB00968,D018908
6589,DB00959,D018908
6590,DB00379,D018908
6591,DB00683,D018908
6592,DB00211,D018908
6593,DB01017,D018908
6594,DB00648,D018908
6595,DB00295,D018908
6596,DB01024,D018908
6597,DB01400,D018908
6598,DB00698,D018908
6599,DB00338,D018908
6600,DB01229,D018908
6601,DB01337,D018908
6602,DB01113,D018908
6603,DB00914,D018908
6604,DB00252,D018908
6605,DB14500,D018908
6606,DB00860,D018908
6607,DB00635,D018908
6608,DB01035,D018908
6609,DB00818,D018908
6610,DB00571,D018908
6611,DB00908,D018908
6612,DB01129,D018908
6613,DB00912,D018908
6614,DB01045,D018908
6615,DB00734,D018908
6616,DB00728,D018908
6617,DB00641,D018908
6618,DB00877,D018908
6619,DB00489,D018908
6620,DB00605,D018908
6621,DB00864,D018908
6622,DB00675,D018908
6623,DB01956,D018908
6624,DB01265,D018908
6625,DB00759,D018908
6626,DB01041,D018908
6627,DB00373,D018908
6628,DB00620,D018908
6629,DB00685,D018908
6630,DB00313,D018908
6631,DB00661,D018908
6632,DB00570,D018908
6633,DB00541,D018908
6634,DB00309,D018908
6635,DB11094,D018908
6636,DB00163,D018908
6637,DB00582,D018908
6638,DB00495,D018908
6639,DB01118,D009133
6640,DB01169,D009133
6641,DB00297,D009133
6642,DB00608,D009133
6643,DB11136,D009133
6644,DB00537,D009133
6645,DB00515,D009133
6646,DB01407,D009133
6647,DB00636,D009133
6648,DB00907,D009133
6649,DB01394,D009133
6650,DB00148,D009133
6651,DB00250,D009133
6652,DB00746,D009133
6653,DB01234,D009133
6654,DB00741,D009133
6655,DB14539,D009133
6656,DB00762,D009133
6657,DB00959,D009133
6658,DB00834,D009133
6659,DB00184,D009133
6660,DB01337,D009133
6661,DB00652,D009133
6662,DB00860,D009133
6663,DB00635,D009133
6664,DB01045,D009133
6665,DB00641,D009133
6666,DB01082,D009133
6667,DB01956,D009133
6668,DB00624,D009133
6669,DB00759,D009133
6670,DB00620,D009133
6671,DB01199,D009133
6672,DB00541,D009133
6673,DB00163,D009133
6674,DB00495,D009133
6675,DB11672,D009134
6676,DB01418,D009135
6677,DB00459,D009135
6678,DB01001,D009135
6679,DB00513,D009135
6680,DB01118,D009135
6681,DB00415,D009135
6682,DB01169,D009135
6683,DB00126,D009135
6684,DB01076,D009135
6685,DB00572,D009135
6686,DB09121,D009135
6687,DB00207,D009135
6688,DB00443,D009135
6689,DB01393,D009135
6690,DB14083,D009135
6691,DB00887,D009135
6692,DB00297,D009135
6693,DB00611,D009135
6694,DB00201,D009135
6695,DB00146,D009135
6696,DB00439,D009135
6697,DB00446,D009135
6698,DB08936,D009135
6699,DB00475,D009135
6700,DB00608,D009135
6701,DB01114,D009135
6702,DB00477,D009135
6703,DB00310,D009135
6704,DB00537,D009135
6705,DB00515,D009135
6706,DB00215,D009135
6707,DB00636,D009135
6708,DB01394,D009135
6709,DB00148,D009135
6710,DB11672,D009135
6711,DB00531,D009135
6712,DB00091,D009135
6713,DB01406,D009135
6714,DB01219,D009135
6715,DB01234,D009135
6716,DB00647,D009135
6717,DB00829,D009135
6718,DB00586,D009135
6719,DB00343,D009135
6720,DB00917,D009135
6721,DB01248,D009135
6722,DB00668,D009135
6723,DB00898,D009135
6724,DB00973,D009135
6725,DB00949,D009135
6726,DB01039,D009135
6727,DB01216,D009135
6728,DB01195,D009135
6729,DB00687,D009135
6730,DB00544,D009135
6731,DB00623,D009135
6732,DB01095,D009135
6733,DB00158,D009135
6734,DB00996,D009135
6735,DB00674,D009135
6736,DB00483,D009135
6737,DB00441,D009135
6738,DB01241,D009135
6739,DB00400,D009135
6740,DB01159,D009135
6741,DB05381,D009135
6742,DB00999,D009135
6743,DB00741,D009135
6744,DB01611,D009135
6745,DB01050,D009135
6746,DB00458,D009135
6747,DB00808,D009135
6748,DB01592,D009135
6749,DB00677,D009135
6750,DB00982,D009135
6751,DB01026,D009135
6752,DB00598,D009135
6753,DB04398,D009135
6754,DB00709,D009135
6755,DB00007,D009135
6756,DB00848,D009135
6757,DB00281,D009135
6758,DB14509,D009135
6759,DB00227,D009135
6760,DB00653,D009135
6761,DB01043,D009135
6762,DB14123,D009135
6763,DB00454,D009135
6764,DB00961,D009135
6765,DB00331,D009135
6766,DB00563,D009135
6767,DB00968,D009135
6768,DB00422,D009135
6769,DB00959,D009135
6770,DB00247,D009135
6771,DB01017,D009135
6772,DB01226,D009135
6773,DB01024,D009135
6774,DB00220,D009135
6775,DB01400,D009135
6776,DB00627,D009135
6777,DB01165,D009135
6778,DB00334,D009135
6779,DB00338,D009135
6780,DB01083,D009135
6781,DB01229,D009135
6782,DB01337,D009135
6783,DB00213,D009135
6784,DB00487,D009135
6785,DB00022,D009135
6786,DB00652,D009135
6787,DB00806,D009135
6788,DB00850,D009135
6789,DB01174,D009135
6790,DB00946,D009135
6791,DB00388,D009135
6792,DB00252,D009135
6793,DB01132,D009135
6794,DB14500,D009135
6795,DB00175,D009135
6796,DB00860,D009135
6797,DB00635,D009135
6798,DB01035,D009135
6799,DB00721,D009135
6800,DB00818,D009135
6801,DB00571,D009135
6802,DB00339,D009135
6803,DB00119,D009135
6804,DB00811,D009135
6805,DB01045,D009135
6806,DB00728,D009135
6807,DB00412,D009135
6808,DB00778,D009135
6809,DB00641,D009135
6810,DB00877,D009135
6811,DB00464,D009135
6812,DB00649,D009135
6813,DB00202,D009135
6814,DB00708,D009135
6815,DB00605,D009135
6816,DB00382,D009135
6817,DB00864,D009135
6818,DB00820,D009135
6819,DB01265,D009135
6820,DB00871,D009135
6821,DB00599,D009135
6822,DB00656,D009135
6823,DB00620,D009135
6824,DB00376,D009135
6825,DB01199,D009135
6826,DB00313,D009135
6827,DB00570,D009135
6828,DB00309,D009135
6829,DB00361,D009135
6830,DB00162,D009135
6831,DB00163,D009135
6832,DB00682,D009135
6833,DB00495,D009135
6834,DB01626,D009136
6835,DB00867,D009136
6836,DB00163,D009136
6837,DB09061,D020388
6838,DB00678,D020388
6839,DB00959,D020388
6840,DB00860,D020388
6841,DB01956,D020388
6842,DB00477,D009155
6843,DB00907,D009155
6844,DB01181,D009155
6845,DB00333,D009155
6846,DB00563,D009155
6847,DB00252,D009155
6848,DB00818,D009155
6849,DB00864,D009155
6850,DB00831,D009155
6851,DB01012,D063806
6852,DB04930,D063806
6853,DB00728,D063806
6854,DB00641,D063806
6855,DB00202,D063806
6856,DB11094,D063806
6857,DB01193,D009157
6858,DB00572,D009157
6859,DB00993,D009157
6860,DB00207,D009157
6861,DB00608,D009157
6862,DB01068,D009157
6863,DB00907,D009157
6864,DB00091,D009157
6865,DB00746,D009157
6866,DB01234,D009157
6867,DB01010,D009157
6868,DB00199,D009157
6869,DB00200,D009157
6870,DB00367,D009157
6871,DB14509,D009157
6872,DB00653,D009157
6873,DB00763,D009157
6874,DB01028,D009157
6875,DB00959,D009157
6876,DB01024,D009157
6877,DB01400,D009157
6878,DB00698,D009157
6879,DB01165,D009157
6880,DB00022,D009157
6881,DB00252,D009157
6882,DB00175,D009157
6883,DB00860,D009157
6884,DB00635,D009157
6885,DB01035,D009157
6886,DB01182,D009157
6887,DB00811,D009157
6888,DB00503,D009157
6889,DB01104,D009157
6890,DB00641,D009157
6891,DB00864,D009157
6892,DB00376,D009157
6893,DB00347,D009157
6894,DB00661,D009157
6895,DB00472,D020294
6896,DB00531,D017590
6897,DB00898,D017590
6898,DB00695,D017590
6899,DB00563,D017590
6900,DB00864,D017590
6901,DB00987,D009187
6902,DB00330,D009187
6903,DB00492,D009187
6904,DB01275,D009187
6905,DB00741,D009187
6906,DB00563,D009187
6907,DB01115,D009187
6908,DB00987,D009188
6909,DB00563,D009188
6910,DB00570,D009188
6911,DB01174,D020191
6912,DB00252,D020191
6913,DB00909,D020191
6914,DB00819,D020190
6915,DB01202,D020190
6916,DB00313,D020190
6917,DB00316,D009207
6918,DB06151,D009207
6919,DB00787,D009207
6920,DB01001,D009207
6921,DB00802,D009207
6922,DB00915,D009207
6923,DB01118,D009207
6924,DB00321,D009207
6925,DB00381,D009207
6926,DB00714,D009207
6927,DB00335,D009207
6928,DB00572,D009207
6929,DB00995,D009207
6930,DB00181,D009207
6931,DB00443,D009207
6932,DB00810,D009207
6933,DB01200,D009207
6934,DB00297,D009207
6935,DB01156,D009207
6936,DB00490,D009207
6937,DB00564,D009207
6938,DB00190,D009207
6939,DB00274,D009207
6940,DB00229,D009207
6941,DB00438,D009207
6942,DB01112,D009207
6943,DB00477,D009207
6944,DB00501,D009207
6945,DB00537,D009207
6946,DB00215,D009207
6947,DB00349,D009207
6948,DB01242,D009207
6949,DB01068,D009207
6950,DB00575,D009207
6951,DB00363,D009207
6952,DB00318,D009207
6953,DB00924,D009207
6954,DB00260,D009207
6955,DB00847,D009207
6956,DB00970,D009207
6957,DB01219,D009207
6958,DB01151,D009207
6959,DB01234,D009207
6960,DB00633,D009207
6961,DB01576,D009207
6962,DB00514,D009207
6963,DB00829,D009207
6964,DB00586,D009207
6965,DB00822,D009207
6966,DB00841,D009207
6967,DB00843,D009207
6968,DB01142,D009207
6969,DB00450,D009207
6970,DB00228,D009207
6971,DB00199,D009207
6972,DB00292,D009207
6973,DB00927,D009207
6974,DB00813,D009207
6975,DB01195,D009207
6976,DB00322,D009207
6977,DB01205,D009207
6978,DB00472,D009207
6979,DB00176,D009207
6980,DB00441,D009207
6981,DB00502,D009207
6982,DB00327,D009207
6983,DB01181,D009207
6984,DB01598,D009207
6985,DB00458,D009207
6986,DB01247,D009207
6987,DB00951,D009207
6988,DB01221,D009207
6989,DB00555,D009207
6990,DB00448,D009207
6991,DB01235,D009207
6992,DB00281,D009207
6993,DB14509,D009207
6994,DB00186,D009207
6995,DB00653,D009207
6996,DB00934,D009207
6997,DB00657,D009207
6998,DB00358,D009207
6999,DB01043,D009207
7000,DB00454,D009207
7001,DB00331,D009207
7002,DB00333,D009207
7003,DB00474,D009207
7004,DB01403,D009207
7005,DB00422,D009207
7006,DB00247,D009207
7007,DB01233,D009207
7008,DB00916,D009207
7009,DB00379,D009207
7010,DB00683,D009207
7011,DB00295,D009207
7012,DB01183,D009207
7013,DB01149,D009207
7014,DB00699,D009207
7015,DB00184,D009207
7016,DB01115,D009207
7017,DB00540,D009207
7018,DB00334,D009207
7019,DB01173,D009207
7020,DB00776,D009207
7021,DB00715,D009207
7022,DB00487,D009207
7023,DB00312,D009207
7024,DB00806,D009207
7025,DB00780,D009207
7026,DB00925,D009207
7027,DB00692,D009207
7028,DB00252,D009207
7029,DB00981,D009207
7030,DB01085,D009207
7031,DB00175,D009207
7032,DB00457,D009207
7033,DB00750,D009207
7034,DB01035,D009207
7035,DB01069,D009207
7036,DB01182,D009207
7037,DB00818,D009207
7038,DB00571,D009207
7039,DB00852,D009207
7040,DB00899,D009207
7041,DB00206,D009207
7042,DB00728,D009207
7043,DB00296,D009207
7044,DB01104,D009207
7045,DB00708,D009207
7046,DB00382,D009207
7047,DB00864,D009207
7048,DB00372,D009207
7049,DB00599,D009207
7050,DB01607,D009207
7051,DB00208,D009207
7052,DB00797,D009207
7053,DB00273,D009207
7054,DB00193,D009207
7055,DB00302,D009207
7056,DB00752,D009207
7057,DB00656,D009207
7058,DB00620,D009207
7059,DB00440,D009207
7060,DB00792,D009207
7061,DB00427,D009207
7062,DB00313,D009207
7063,DB00661,D009207
7064,DB01080,D009207
7065,DB01392,D009207
7066,DB00363,D020385
7067,DB01118,D009220
7068,DB01076,D009220
7069,DB01393,D009220
7070,DB00921,D009220
7071,DB01156,D009220
7072,DB00564,D009220
7073,DB00389,D009220
7074,DB00515,D009220
7075,DB01211,D009220
7076,DB00636,D009220
7077,DB01234,D009220
7078,DB00997,D009220
7079,DB00472,D009220
7080,DB01241,D009220
7081,DB00400,D009220
7082,DB01005,D009220
7083,DB00007,D009220
7084,DB00281,D009220
7085,DB00227,D009220
7086,DB00961,D009220
7087,DB00331,D009220
7088,DB00563,D009220
7089,DB01149,D009220
7090,DB00252,D009220
7091,DB00175,D009220
7092,DB00860,D009220
7093,DB00635,D009220
7094,DB01035,D009220
7095,DB00396,D009220
7096,DB00550,D009220
7097,DB00641,D009220
7098,DB00864,D009220
7099,DB00755,D009220
7100,DB00197,D009220
7101,DB00682,D009220
7102,DB00635,D018979
7103,DB00641,D018979
7104,DB00819,D009222
7105,DB01394,D009222
7106,DB00175,D009222
7107,DB00818,D009222
7108,DB00571,D009222
7109,DB00202,D009222
7110,DB01199,D009222
7111,DB00819,D009224
7112,DB00564,D009224
7113,DB00252,D009224
7114,DB00468,D009224
7115,DB01056,D009224
7116,DB00819,D020967
7117,DB01394,D020967
7118,DB00867,D020967
7119,DB00202,D020967
7120,DB00541,D020967
7121,DB00564,D009223
7122,DB01115,D009223
7123,DB00252,D009223
7124,DB00571,D009223
7125,DB00297,D000081030
7126,DB00182,D009290
7127,DB01576,D009290
7128,DB00579,D009290
7129,DB00422,D009290
7130,DB00745,D009290
7131,DB00295,D009290
7132,DB00312,D009290
7133,DB00780,D009290
7134,DB09072,D009290
7135,DB00434,D009347
7136,DB01418,D009408
7137,DB00720,D009408
7138,DB00652,D009408
7139,DB11094,D009408
7140,DB00682,D009408
7141,DB00675,D018317
7142,DB00523,D009421
7143,DB00564,D009421
7144,DB00907,D009421
7145,DB09130,D009421
7146,DB09131,D009421
7147,DB00531,D009421
7148,DB00987,D009421
7149,DB01234,D009421
7150,DB00586,D009421
7151,DB00255,D009421
7152,DB00783,D009421
7153,DB00898,D009421
7154,DB00158,D009421
7155,DB00982,D009421
7156,DB00929,D009421
7157,DB01024,D009421
7158,DB00184,D009421
7159,DB00252,D009421
7160,DB01085,D009421
7161,DB01041,D009421
7162,DB00755,D009421
7163,DB00313,D009421
7164,DB11672,D009423
7165,DB00987,D009423
7166,DB00563,D009423
7167,DB00252,D009423
7168,DB00787,D009437
7169,DB00321,D009437
7170,DB00810,D009437
7171,DB00188,D009437
7172,DB00297,D009437
7173,DB06774,D009437
7174,DB00564,D009437
7175,DB01242,D009437
7176,DB01068,D009437
7177,DB00531,D009437
7178,DB00091,D009437
7179,DB01151,D009437
7180,DB01234,D009437
7181,DB00586,D009437
7182,DB00997,D009437
7183,DB00470,D009437
7184,DB03843,D009437
7185,DB00996,D009437
7186,DB01221,D009437
7187,DB01026,D009437
7188,DB00555,D009437
7189,DB00480,D009437
7190,DB01106,D009437
7191,DB00281,D009437
7192,DB00934,D009437
7193,DB14123,D009437
7194,DB00454,D009437
7195,DB00959,D009437
7196,DB00379,D009437
7197,DB00295,D009437
7198,DB00497,D009437
7199,DB01229,D009437
7200,DB00635,D009437
7201,DB00230,D009437
7202,DB00412,D009437
7203,DB00421,D009437
7204,DB00649,D009437
7205,DB00428,D009437
7206,DB00864,D009437
7207,DB00624,D009437
7208,DB00759,D009437
7209,DB00273,D009437
7210,DB00193,D009437
7211,DB00541,D009437
7212,DB00361,D009437
7213,DB00943,D009437
7214,DB00909,D009437
7215,DB00297,D051474
7216,DB06774,D051474
7217,DB00564,D051474
7218,DB01239,D051474
7219,DB00216,D051474
7220,DB00898,D051474
7221,DB00996,D051474
7222,DB01221,D051474
7223,DB00281,D051474
7224,DB00959,D051474
7225,DB00540,D051474
7226,DB00669,D051474
7227,DB00193,D051474
7228,DB00316,D009436
7229,DB06151,D009436
7230,DB00787,D009436
7231,DB00321,D009436
7232,DB01238,D009436
7233,DB01169,D009436
7234,DB00928,D009436
7235,DB00181,D009436
7236,DB06756,D009436
7237,DB00201,D009436
7238,DB09061,D009436
7239,DB00564,D009436
7240,DB00475,D009436
7241,DB00608,D009436
7242,DB00169,D009436
7243,DB00907,D009436
7244,DB01394,D009436
7245,DB00531,D009436
7246,DB04839,D009436
7247,DB00470,D009436
7248,DB00898,D009436
7249,DB00544,D009436
7250,DB00158,D009436
7251,DB00502,D009436
7252,DB01109,D009436
7253,DB01005,D009436
7254,DB01097,D009436
7255,DB00281,D009436
7256,DB00563,D009436
7257,DB00295,D009436
7258,DB01024,D009436
7259,DB00184,D009436
7260,DB00435,D009436
7261,DB00325,D009436
7262,DB01783,D009436
7263,DB01174,D009436
7264,DB00252,D009436
7265,DB00428,D009436
7266,DB00755,D009436
7267,DB00440,D009436
7268,DB00313,D009436
7269,DB00162,D009436
7270,DB00163,D009436
7271,DB01593,D009436
7272,DB00993,D009443
7273,DB00900,D009443
7274,DB00997,D009443
7275,DB00544,D009443
7276,DB00529,D009443
7277,DB01437,D009443
7278,DB00951,D009443
7279,DB00281,D009443
7280,DB00916,D009443
7281,DB00698,D009443
7282,DB01229,D009443
7283,DB00759,D009443
7284,DB01041,D009443
7285,DB00570,D009443
7286,DB00361,D009443
7287,DB00435,D009444
7288,DB00582,D020953
7289,DB00182,D019150
7290,DB00252,D019150
7291,DB00541,D019150
7292,DB00316,D019954
7293,DB00787,D019954
7294,DB00714,D019954
7295,DB14083,D019954
7296,DB00921,D019954
7297,DB00564,D019954
7298,DB11588,D019954
7299,DB00608,D019954
7300,DB00477,D019954
7301,DB00501,D019954
7302,DB00537,D019954
7303,DB00215,D019954
7304,DB00349,D019954
7305,DB01242,D019954
7306,DB01068,D019954
7307,DB00575,D019954
7308,DB00363,D019954
7309,DB00907,D019954
7310,DB09130,D019954
7311,DB09131,D019954
7312,DB11672,D019954
7313,DB00987,D019954
7314,DB01576,D019954
7315,DB00514,D019954
7316,DB00829,D019954
7317,DB00255,D019954
7318,DB01075,D019954
7319,DB00843,D019954
7320,DB00470,D019954
